"Transaction","From","To","Crypto","USD","Txn","ID","Sex","Type","Skin","Slots","Rank"
"Sold","0xf4239e","0x13816f",3.75,1341,2020-09-28,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","0xb40dac","0xf4239e",3.39,1199,2020-09-26,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","0x5e7ee9","0xb40dac",2.7,948,2020-09-24,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","0xe4c479","0x5e7ee9",2.5,865,2020-09-24,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","0x86126b","0xe4c479",2.2,745,2020-09-24,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","Hemba","0x86126b",1.8,667,2020-09-20,5366,"Guy","Male","Mid",2,"2213293500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5366,"Guy","Male","Mid",2,"2213293500%"
"Sold","MANAmans…","0xcf6165",4.94,3175,2020-12-26,5367,"Guy","Male","Light",3,"2475990000%"
"Sold","0x4960c4…","MANAmans…",4.95,1771,2020-09-28,5367,"Guy","Male","Light",3,"2475990000%"
"Sold","0xc24f57","0x4960c4…",1,213,2020-05-20,5367,"Guy","Male","Light",3,"2475990000%"
"Claimed",NA,"0xc24f57",NA,NA,2017-06-23,5367,"Guy","Male","Light",3,"2475990000%"
"Claimed",NA,"3731850",NA,NA,2017-06-23,5368,"Guy","Male","Light",3,"6425496000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5369,"Guy","Male","Light",2,"1778485500%"
"Claimed",NA,"5052367",NA,NA,2017-06-23,5370,"Guy","Male","Light",4,"2652630750%"
"Claimed",NA,"GNSPS",NA,NA,2017-06-23,5371,"Guy","Male","Dark",2,"4354119000%"
"Claimed",NA,"curating…",NA,NA,2017-06-23,5372,"Girl","Female","Light",2,"1240320000%"
"Claimed",NA,"12734295",NA,NA,2017-06-23,5373,"Girl","Female","Light",4,"3718080000%"
"Sold","Carlini8","gaus",2.49,869,2020-09-25,5374,"Guy","Male","Dark",2,"2174040000%"
"Sold","Hemba","Carlini8",1.5,564,2020-09-14,5374,"Guy","Male","Dark",2,"2174040000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5374,"Guy","Male","Dark",2,"2174040000%"
"Sold","0xc24f57","VonMises",1.5,319,2020-05-07,5375,"Guy","Male","Albino",2,"1316502000%"
"Claimed",NA,"0xc24f57",NA,NA,2017-06-23,5375,"Guy","Male","Albino",2,"1316502000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5376,"Girl","Female","Dark",2,"1019520000%"
"Claimed",NA,"2671661",NA,NA,2017-06-23,5377,"Guy","Male","Mid",4,"2293310250%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5378,"Guy","Male","Light",2,"1268190000%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5379,"Guy","Male","Mid",2,"1971733500%"
"Claimed",NA,"410358",NA,NA,2017-06-23,5380,"Guy","Male","Dark",3,"2361249000%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5381,"Guy","Male","Albino",2,"1582218000%"
"Sold","0x00d7c9","3035547",0.7,131,2019-08-27,5382,"Guy","Male","Albino",3,"3494568000%"
"Claimed",NA,"55241",NA,NA,2017-06-23,5382,"Guy","Male","Albino",3,"3494568000%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5383,"Girl","Female","Light",3,"0.889600000%"
"Sold","0xb0b0b5","antunes_…",0.63,104,2019-04-11,5384,"Girl","Female","Light",3,"1893120000%"
"Claimed",NA,"0xb0b0b5",NA,NA,2017-06-23,5384,"Girl","Female","Light",3,"1893120000%"
"Sold","0x00d7c9","Sylveste…",0.45,78,2019-05-06,5385,"Girl","Female","Dark",2,"1015680000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5385,"Girl","Female","Dark",2,"1015680000%"
"Claimed",NA,"curating…",NA,NA,2017-06-23,5386,"Girl","Female","Dark",2,"0.787200000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5387,"Guy","Male","Dark",3,"2320989000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5388,"Guy","Male","Light",3,"1467477000%"
"Sold","0x052564","DANNY",13,5003,2020-09-13,5389,"Girl","Female","Mid",2,"1023360000%"
"Sold","0x0bf913","0xd8e806",0.9,171,2017-07-11,5389,"Girl","Female","Mid",2,"1023360000%"
"Claimed",NA,"0x0bf913",NA,NA,2017-06-23,5389,"Girl","Female","Mid",2,"1023360000%"
"Sold","0x3a8441","0xc69ae4",1.49,298,2020-05-26,5390,"Guy","Male","Light",3,"2494107000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5390,"Guy","Male","Light",3,"2494107000%"
"Sold","0xd8e806","sov",0.13,39,2017-10-31,5391,"Girl","Female","Albino",4,"2209920000%"
"Sold","0x0bf913","0xd8e806",0.36,69,2017-07-11,5391,"Girl","Female","Albino",4,"2209920000%"
"Sold","0x00d7c9","0x0bf913",0.22,44,2017-07-10,5391,"Girl","Female","Albino",4,"2209920000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5391,"Girl","Female","Albino",4,"2209920000%"
"Sold","0xbfa319","0x5eb67a",2.74,937,2020-09-22,5392,"Guy","Male","Dark",3,"2538393000%"
"Sold","juggerna…","0xbfa319",0.25,46,2019-11-02,5392,"Guy","Male","Dark",3,"2538393000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5392,"Guy","Male","Dark",3,"2538393000%"
"Claimed",NA,"3699717",NA,NA,2017-06-23,5393,"Guy","Male","Mid",4,"5152776750%"
"Claimed",NA,"48543",NA,NA,2017-06-23,5394,"Guy","Male","Albino",2,"2723589000%"
"Claimed",NA,"3699717",NA,NA,2017-06-23,5395,"Guy","Male","Mid",2,"2472970500%"
"Sold","55241","5499325",0.1,27,2018-08-22,5396,"Guy","Male","Light",3,"2224365000%"
"Claimed",NA,"55241",NA,NA,2017-06-23,5396,"Guy","Male","Light",3,"2224365000%"
"Sold","0xcbdde8","tonyherr…",4.9,2014,2020-10-24,5397,"Guy","Male","Light",2,"2086474500%"
"Sold","0x00d7c9","KittyGr_…",0.1,60,2018-06-08,5397,"Guy","Male","Light",2,"2086474500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5397,"Guy","Male","Light",2,"2086474500%"
"Sold","TokenAng…","Deepyr",1.61,612,2020-08-26,5398,"Girl","Female","Light",3,"1570560000%"
"Sold","MBK","TokenAng…",1.25,266,2020-05-09,5398,"Girl","Female","Light",3,"1570560000%"
"Sold","Pranksy","MBK",0.5,66,2020-01-01,5398,"Girl","Female","Light",3,"1570560000%"
"Sold","0x00d7c9","Pranksy",0.25,45,2019-09-02,5398,"Girl","Female","Light",3,"1570560000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5398,"Girl","Female","Light",3,"1570560000%"
"Sold","Carlini8","gaus",2.49,869,2020-09-25,5399,"Guy","Male","Albino",2,"1699978500%"
"Sold","0x6e5b3f","Carlini8",1.9,716,2020-09-14,5399,"Guy","Male","Albino",2,"1699978500%"
"Claimed",NA,"0x6e5b3f",NA,NA,2017-06-23,5399,"Guy","Male","Albino",2,"1699978500%"
"Claimed",NA,"48543",NA,NA,2017-06-23,5400,"Guy","Male","Mid",3,"6687186000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,5401,"Girl","Female","Mid",3,"1617920000%"
"Sold","0x1d45f1","0x04ede4",5.8,2752,2020-11-14,5402,"Guy","Male","Albino",3,"2349171000%"
"Sold","0xad4f9e","0x1d45f1",7.99,2720,2020-10-07,5402,"Guy","Male","Albino",3,"2349171000%"
"Sold","Dude_Nak…","0xad4f9e",6.8,2312,2020-10-07,5402,"Guy","Male","Albino",3,"2349171000%"
"Sold","0xa3cb30","Dude_Nak…",5.7,2012,2020-10-06,5402,"Guy","Male","Albino",3,"2349171000%"
"Claimed",NA,"0x00bd9f",NA,NA,2017-06-23,5402,"Guy","Male","Albino",3,"2349171000%"
"Claimed",NA,"4774681",NA,NA,2017-06-23,5403,"Guy","Male","Mid",2,"2059299000%"
"Sold","10734384","15878591",5.5,3484,2020-12-27,5404,"Guy","Male","Light",2,"2817193500%"
"Claimed",NA,"48543",NA,NA,2017-06-23,5404,"Guy","Male","Light",2,"2817193500%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5405,"Girl","Female","Mid",2,"1013760000%"
"Sold","0x0553de","TokenAng…",1.25,266,2020-05-09,5406,"Guy","Male","Light",2,"1841895000%"
"Sold","0x00d7c9","0x0553de",0.4,125,2019-07-08,5406,"Guy","Male","Light",2,"1841895000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5406,"Guy","Male","Light",2,"1841895000%"
"Claimed",NA,"7620409",NA,NA,2017-06-23,5407,"Girl","Female","Dark",2,"0.449280000%"
"Sold","784659","45688",0.33,92,2017-07-03,5408,"Guy","Male","Light",2,"2741706000%"
"Claimed",NA,"784659",NA,NA,2017-06-23,5408,"Guy","Male","Light",2,"2741706000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5409,"Girl","Female","Light",3,"1358080000%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5410,"Guy","Male","Light",3,"1727154000%"
"Sold","Pranksy","zonted",1.99,724,2020-09-13,5411,"Guy","Male","Dark",3,"2403522000%"
"Sold","0x00d7c9","alxo",0.5,86,2019-05-08,5411,"Guy","Male","Dark",3,"2403522000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5411,"Guy","Male","Dark",3,"2403522000%"
"Sold","0x3499ee","ross_VRO…",38,17542,2020-11-16,5412,"Guy","Zombie","Zombie",2,"0.038984000%"
"Claimed",NA,"0x0ed6fe",NA,NA,2017-06-23,5412,"Guy","Zombie","Zombie",2,"0.038984000%"
"Claimed",NA,"7293485",NA,NA,2017-06-23,5413,"Girl","Female","Mid",3,"1740800000%"
"Sold","Hemba","Kenney",0.15,57,2018-04-04,5414,"Girl","Female","Light",3,"1182720000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,5414,"Girl","Female","Light",3,"1182720000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,5415,"Guy","Male","Mid",4,"3291255000%"
"Sold","0x5aaeb9","gaus",2.6,907,2020-09-25,5416,"Guy","Male","Dark",3,"6143676000%"
"Sold","0x0eee8c","0x5aaeb9",2.5,865,2020-09-24,5416,"Guy","Male","Dark",3,"6143676000%"
"Sold","Pranksy","0x0eee8c",2.19,706,2020-09-23,5416,"Guy","Male","Dark",3,"6143676000%"
"Sold","Hemba","Pranksy",1.8,613,2020-09-22,5416,"Guy","Male","Dark",3,"6143676000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5416,"Guy","Male","Dark",3,"6143676000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5417,"Guy","Male","Mid",2,"2195176500%"
"Claimed",NA,"4774681",NA,NA,2017-06-23,5418,"Guy","Male","Dark",4,"5312810250%"
"Claimed",NA,"7293485",NA,NA,2017-06-23,5419,"Girl","Female","Mid",3,"1338880000%"
"Sold","4656795","Adinalin…",0.65,87,2019-03-25,5420,"Guy","Male","Dark",3,"2359236000%"
"Claimed",NA,"0x470e9b",NA,NA,2017-06-23,5420,"Guy","Male","Dark",3,"2359236000%"
"Sold","Pranksy","Pixls",0.8,134,2020-01-20,5421,"Guy","Male","Mid",2,"1455399000%"
"Sold","0x00d7c9","Pranksy",0.25,45,2019-09-02,5421,"Guy","Male","Mid",2,"1455399000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5421,"Guy","Male","Mid",2,"1455399000%"
"Sold","0x00d7c9","GtC",0.25,45,2019-09-03,5422,"Guy","Male","Light",2,"2675277000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5422,"Guy","Male","Light",2,"2675277000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5423,"Guy","Male","Light",3,"1566114000%"
"Sold","Hemba","0x9ca9b5",0.14,111,2017-12-21,5424,"Guy","Male","Albino",3,"1686894000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5424,"Guy","Male","Albino",3,"1686894000%"
"Sold","2293507","14215174",0.15,46,2017-08-11,5425,"Guy","Male","Light",2,"1280268000%"
"Claimed",NA,"2293507",NA,NA,2017-06-23,5425,"Guy","Male","Light",2,"1280268000%"
"Sold","0xa7eba7","DANNY",29,9979,2020-09-22,5426,"Girl","Female","Mid",1,"1021440000%"
"Claimed",NA,"0xa7eba7",NA,NA,2017-06-23,5426,"Girl","Female","Mid",1,"1021440000%"
"Claimed",NA,"5966219",NA,NA,2017-06-23,5427,"Guy","Male","Light",3,"7395762000%"
"Sold","cryptoke…","Novo311",5.89,2091,2020-09-30,5428,"Guy","Male","Light",3,"2773914000%"
"Sold","barthazi…","cryptoke…",5.49,1970,2020-09-29,5428,"Guy","Male","Light",3,"2773914000%"
"Sold","ChrisR","barthazi…",1.14,383,2020-09-09,5428,"Guy","Male","Light",3,"2773914000%"
"Sold","0x231707","Pranksy",0.92,187,2020-05-22,5428,"Guy","Male","Light",3,"2773914000%"
"Claimed",NA,"0x231707",NA,NA,2017-06-23,5428,"Guy","Male","Light",3,"2773914000%"
"Sold","0x257e2b","evkort",8.75,3232,2020-10-16,5429,"Girl","Female","Light",4,"3874560000%"
"Sold","0x5b098b","0x257e2b",10,3410,2020-10-07,5429,"Girl","Female","Light",4,"3874560000%"
"Claimed",NA,"0x5b098b",NA,NA,2017-06-23,5429,"Girl","Female","Light",4,"3874560000%"
"Claimed",NA,"8321923",NA,NA,2017-06-23,5430,"Guy","Male","Dark",3,"5775297000%"
"Sold","BitcoinG…","0x4397c8",5,1855,2020-09-13,5431,"Girl","Female","Albino",3,"1358080000%"
"Sold","Pranksy","0x1f8add",1.89,363,2020-05-10,5431,"Girl","Female","Albino",3,"1358080000%"
"Sold","0x00d7c9","Pranksy",0.25,45,2019-09-02,5431,"Girl","Female","Albino",3,"1358080000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5431,"Girl","Female","Albino",3,"1358080000%"
"Sold","0x58164b","Kenney",0.06,45,2018-05-07,5432,"Girl","Female","Mid",2,"2183040000%"
"Claimed",NA,"0x58164b",NA,NA,2017-06-23,5432,"Girl","Female","Mid",2,"2183040000%"
"Sold","0xdc24c4","0x45f672",12.5,4392,2020-10-08,5433,"Guy","Male","Dark",3,"1433256000%"
"Sold","KittyGr_…","0xdc24c4",6.8,2392,2020-10-05,5433,"Guy","Male","Dark",3,"1433256000%"
"Sold","0x00d7c9","KittyGr_…",0.1,60,2018-06-08,5433,"Guy","Male","Dark",3,"1433256000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5433,"Guy","Male","Dark",3,"1433256000%"
"Sold","6827056","2390212",0.5,108,2017-07-21,5434,"Guy","Male","Albino",2,"2222352000%"
"Claimed",NA,"6827056",NA,NA,2017-06-23,5434,"Guy","Male","Albino",2,"2222352000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5435,"Guy","Male","Mid",3,"2510211000%"
"Claimed",NA,"sov",NA,NA,2017-06-23,5436,"Guy","Male","Light",3,"2393457000%"
"Sold","0xb40dac","0xe754d1",3.45,1241,2020-09-28,5437,"Guy","Male","Mid",3,"6832122000%"
"Sold","0x5e7ee9","0xb40dac",2.7,948,2020-09-24,5437,"Guy","Male","Mid",3,"6832122000%"
"Sold","0xe4c479","0x5e7ee9",2.5,865,2020-09-24,5437,"Guy","Male","Mid",3,"6832122000%"
"Sold","0x86126b","0xe4c479",2.2,745,2020-09-24,5437,"Guy","Male","Mid",3,"6832122000%"
"Sold","Hemba","0x86126b",1.8,667,2020-09-20,5437,"Guy","Male","Mid",3,"6832122000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5437,"Guy","Male","Mid",3,"6832122000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5438,"Girl","Female","Mid",2,"2135040000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5439,"Guy","Male","Light",3,"6361080000%"
"Sold","14602955","Korniej",5,1730,2020-09-24,5440,"Guy","Male","Light",2,"1476535500%"
"Claimed",NA,"0xded2cb",NA,NA,2017-06-23,5440,"Guy","Male","Light",2,"1476535500%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5441,"Girl","Female","Dark",4,"3783360000%"
"Claimed",NA,"5772875",NA,NA,2017-06-23,5442,"Guy","Male","Mid",2,"2219332500%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5443,"Guy","Male","Light",3,"2745732000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5444,"Guy","Male","Mid",2,"1171566000%"
"Sold","Pixls","0xc352b5",0.23,20,2018-12-13,5445,"Guy","Male","Dark",3,"6584523000%"
"Sold","Cyborg","Pixls",0.2,18,2018-12-08,5445,"Guy","Male","Dark",3,"6584523000%"
"Sold","0x0b30fd","Cyborg",0.13,44,2017-10-15,5445,"Guy","Male","Dark",3,"6584523000%"
"Claimed",NA,"0x0b30fd",NA,NA,2017-06-23,5445,"Guy","Male","Dark",3,"6584523000%"
"Claimed",NA,"12221644",NA,NA,2017-06-23,5446,"Girl","Female","Dark",4,"3536640000%"
"Claimed",NA,"3136205",NA,NA,2017-06-23,5447,"Guy","Male","Mid",4,"5112013500%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5448,"Guy","Male","Mid",2,"2937973500%"
"Sold","Dude_Nak…","0xdfe5f1",0.19,134,2018-04-24,5449,"Girl","Female","Mid",3,"1847040000%"
"Sold","Cyborg","Dude_Nak…",0.14,76,2018-03-23,5449,"Girl","Female","Mid",3,"1847040000%"
"Claimed",NA,"Cyborg",NA,NA,2017-06-23,5449,"Girl","Female","Mid",3,"1847040000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5450,"Guy","Male","Mid",4,"3122163000%"
"Claimed",NA,"7837647",NA,NA,2017-06-23,5451,"Guy","Male","Mid",3,"6405366000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5452,"Guy","Male","Dark",3,"3875025000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5453,"Guy","Male","Light",4,"5501529000%"
"Sold","0x58164b","7823584",0.05,44,2018-01-02,5454,"Guy","Male","Light",3,"1576179000%"
"Claimed",NA,"5772875",NA,NA,2017-06-23,5454,"Guy","Male","Light",3,"1576179000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5455,"Guy","Male","Dark",2,"1872090000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5456,"Guy","Male","Dark",4,"2113650000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5457,"Girl","Female","Dark",4,"3351360000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5458,"Guy","Male","Dark",4,"5850281250%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5459,"Guy","Male","Light",4,"5643445500%"
"Claimed",NA,"5772875",NA,NA,2017-06-23,5460,"Guy","Male","Dark",4,"5255439750%"
"Claimed",NA,"curating…",NA,NA,2017-06-23,5461,"Girl","Female","Light",2,"1626240000%"
"Sold","Pranksy","0x491be7",5.49,1955,2020-09-29,5462,"Girl","Female","Dark",3,"4631040000%"
"Sold","Carlini8","Pranksy",3.99,1427,2020-09-28,5462,"Girl","Female","Dark",3,"4631040000%"
"Sold","0xb40dac","Carlini8",3.8,1355,2020-09-28,5462,"Girl","Female","Dark",3,"4631040000%"
"Sold","Hemba","0xb40dac",3,1054,2020-09-24,5462,"Girl","Female","Dark",3,"4631040000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5462,"Girl","Female","Dark",3,"4631040000%"
"Claimed",NA,"9119710",NA,NA,2017-06-23,5463,"Guy","Male","Light",1,"1570140000%"
"Claimed",NA,"12734295",NA,NA,2017-06-23,5464,"Guy","Male","Dark",4,"5196559500%"
"Sold","NeonNFT","0x13816f",3.3,1167,2020-09-27,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","cryptoke…","NeonNFT",3.1,1096,2020-09-27,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","Bitjamin","cryptoke…",3,1082,2020-09-27,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","_K_A_M_I…","Bitjamin",1.99,759,2020-09-20,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","NeonNFT","_K_A_M_I…",1.6,590,2020-09-16,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","Loopify","NeonNFT",1.85,679,2020-09-16,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","MrNFT","Loopify",1.79,675,2020-09-14,5465,"Guy","Male","Light",4,"2068357500%"
"Sold","Hemba","MrNFT",1.66,624,2020-09-14,5465,"Guy","Male","Light",4,"2068357500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5465,"Guy","Male","Light",4,"2068357500%"
"Claimed",NA,"0x887caa",NA,NA,2017-06-23,5466,"Guy","Male","Dark",1,"1437282000%"
"Sold","Pranksy","0x491be7",5.49,1955,2020-09-29,5467,"Girl","Female","Mid",3,"4631040000%"
"Sold","Carlini8","Pranksy",3.99,1427,2020-09-28,5467,"Girl","Female","Mid",3,"4631040000%"
"Sold","0xb40dac","Carlini8",3.8,1355,2020-09-28,5467,"Girl","Female","Mid",3,"4631040000%"
"Sold","Hemba","0xb40dac",3,1054,2020-09-24,5467,"Girl","Female","Mid",3,"4631040000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,5467,"Girl","Female","Mid",3,"4631040000%"
"Claimed",NA,"3699717",NA,NA,2017-06-23,5468,"Girl","Female","Light",3,"1902080000%"
"Claimed",NA,"2667876",NA,NA,2017-06-23,5469,"Girl","Female","Light",4,"3652800000%"
"Claimed",NA,"7837647",NA,NA,2017-06-23,5470,"Guy","Male","Dark",2,"4251456000%"
"Sold","MBK","0x3dde27",2,330,2020-01-15,5471,"Girl","Female","Light",3,"4085760000%"
"Sold","jmg","MBK",1.5,202,2020-01-04,5471,"Girl","Female","Light",3,"4085760000%"
"Sold","0x00d7c9","jmg",0.7,116,2019-04-06,5471,"Girl","Female","Light",3,"4085760000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5471,"Girl","Female","Light",3,"4085760000%"
"Claimed",NA,"7293485",NA,NA,2017-06-23,5472,"Guy","Male","Albino",2,"2756803500%"
"Claimed",NA,"6753653",NA,NA,2017-06-23,5473,"Guy","Male","Light",3,"2218326000%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5474,"Girl","Female","Light",2,"0.758400000%"
"Claimed",NA,"10053431",NA,NA,2017-06-23,5475,"Guy","Male","Dark",3,"6228222000%"
"Claimed",NA,"2381871",NA,NA,2017-06-23,5476,"Guy","Male","Light",2,"1829817000%"
"Sold","55241","Pixls",0.25,52,2019-08-13,5477,"Guy","Male","Light",4,"4997272500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5477,"Guy","Male","Light",4,"4997272500%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5478,"Guy","Male","Mid",2,"1228936500%"
"Claimed",NA,"13401139",NA,NA,2017-06-23,5479,"Guy","Male","Mid",3,"7293099000%"
"Sold","Pranksy","Michel_M…",5.99,2105,2020-10-05,5480,"Guy","Male","Mid",2,"1639588500%"
"Sold","KittyGr_…","Pranksy",4,1411,2020-10-04,5480,"Guy","Male","Mid",2,"1639588500%"
"Sold","0x00d7c9","KittyGr_…",0.1,60,2018-06-08,5480,"Guy","Male","Mid",2,"1639588500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5480,"Guy","Male","Mid",2,"1639588500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5481,"Girl","Female","Mid",3,"1894400000%"
"Sold","lordtyle…","0x69d494",0.85,295,2020-09-25,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","MrNFT","lordtyle…",2.97,1013,2020-09-25,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","ross_VRO…","MrNFT",2.79,962,2020-09-25,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","SharkWha…","ross_VRO…",2.49,851,2020-09-23,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","ross_VRO…","SharkWha…",1.99,758,2020-09-20,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","Zonked","ross_VRO…",1.39,523,2020-09-14,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","Pranksy","Zonked",1.25,463,2020-09-11,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","0x48db19","Pranksy",1.1,401,2020-09-11,5482,"Guy","Male","Mid",2,"2059299000%"
"Claimed",NA,"0x48db19",NA,NA,2017-06-23,5482,"Guy","Male","Mid",2,"2059299000%"
"Sold","784659","8008732",0.14,41,2017-06-30,5483,"Guy","Male","Light",2,"2201215500%"
"Claimed",NA,"784659",NA,NA,2017-06-23,5483,"Guy","Male","Light",2,"2201215500%"
"Sold","0x00d7c9","0xdbed69…",0.5,108,2019-08-11,5484,"Guy","Male","Light",3,"2168001000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5484,"Guy","Male","Light",3,"2168001000%"
"Sold","Pranksy","0x5ff57f",1.99,400,2020-05-26,5485,"Girl","Female","Mid",3,"1876480000%"
"Sold","0x00d7c9","Pranksy",0.25,45,2019-09-02,5485,"Girl","Female","Mid",3,"1876480000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5485,"Girl","Female","Mid",3,"1876480000%"
"Claimed",NA,"16490857",NA,NA,2017-06-23,5486,"Guy","Male","Dark",5,"4534081200%"
"Sold","0x7eb46d","10362432",0.2,183,2018-02-02,5487,"Guy","Male","Mid",2,"1476535500%"
"Sold","0xd8e806","8303725",0.25,175,2017-12-13,5487,"Guy","Male","Mid",2,"1476535500%"
"Sold","0xfb077c","14215174",0.4,87,2017-07-21,5487,"Guy","Male","Mid",2,"1476535500%"
"Claimed",NA,"16451452",NA,NA,2017-06-23,5487,"Guy","Male","Mid",2,"1476535500%"
"Claimed",NA,"14345357",NA,NA,2017-06-23,5488,"Guy","Male","Light",3,"1916376000%"
"Claimed",NA,"7487078",NA,NA,2017-06-23,5489,"Guy","Zombie","Zombie",1,"0.016368000%"
"Claimed",NA,"12192872",NA,NA,2017-06-23,5490,"Girl","Female","Dark",4,"1746240000%"
"Claimed",NA,"15693454",NA,NA,2017-06-23,5491,"Guy","Male","Dark",2,"1331599500%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5492,"Girl","Female","Mid",2,"1094400000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,5493,"Girl","Female","Dark",4,"1505280000%"
"Claimed",NA,"3699717",NA,NA,2017-06-23,5494,"Guy","Male","Mid",3,"6463743000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,5495,"Guy","Male","Light",3,"2238456000%"
"Claimed",NA,"12221644",NA,NA,2017-06-23,5496,"Girl","Female","Light",2,"1368960000%"
"Sold","Hemba","Kenney",0.16,184,2018-01-20,5497,"Girl","Female","Dark",4,"4050240000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,5497,"Girl","Female","Dark",4,"4050240000%"
"Claimed",NA,"12743405",NA,NA,2017-06-23,5498,"Guy","Male","Dark",3,"1550010000%"
"Sold","12734295","Kenney",0.21,246,2018-01-29,5499,"Girl","Female","Albino",4,"4070400000%"
"Claimed",NA,"0xc24f57",NA,NA,2017-06-23,5499,"Girl","Female","Albino",4,"4070400000%"
"Claimed",NA,"13957742",NA,NA,2017-06-23,5500,"Guy","Male","Mid",4,"2196686250%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,5501,"Guy","Male","Mid",2,"2910798000%"
