"Transaction","From","To","Crypto","USD","Txn","ID","Sex","Type","Skin","Slots","Rank"
"Sold","0xf5099e","14715954",25,2822,2018-11-30,0,"Girl","Female","Mid",3,"3682560000%"
"Sold","0x00d7c9","10528156",1.6,386,2017-07-07,0,"Girl","Female","Mid",3,"3682560000%"
"Sold","0xc352b5","55241",0.98,320,2017-06-23,0,"Girl","Female","Mid",3,"3682560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,0,"Girl","Female","Mid",3,"3682560000%"
"Sold","EliteCat…","0xcf6165",60,36305,2020-11-30,1,"Guy","Male","Dark",2,"2050240500%"
"Sold","0xf5099e","GoWest23",31,5155,2019-04-06,1,"Guy","Male","Dark",2,"2050240500%"
"Sold","0xc352b5","0xa0a59c",0.42,107,2017-06-26,1,"Guy","Male","Dark",2,"2050240500%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,1,"Guy","Male","Dark",2,"2050240500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,2,"Girl","Female","Light",1,"1716480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,3,"Guy","Male","Dark",3,"2488068000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,4,"Guy","Male","Mid",4,"5640426000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,5,"Girl","Female","Mid",3,"3671040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,6,"Guy","Male","Mid",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,7,"Girl","Female","Mid",3,"0.824320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,8,"Guy","Male","Dark",2,"2252547000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,9,"Guy","Male","Mid",3,"1129293000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,10,"Girl","Female","Dark",2,"1357440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,11,"Girl","Female","Mid",3,"1468160000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,12,"Girl","Female","Dark",2,"1505280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,13,"Girl","Female","Light",3,"1658880000%"
"Sold","0x582fa7","0x7c00c9…",2.5,234,2018-12-07,14,"Girl","Female","Dark",3,"1365760000%"
"Sold","0xd8e806","0x582fa7",1.85,351,2017-07-17,14,"Girl","Female","Dark",3,"1365760000%"
"Sold","0xc352b5","0xd8e806",0.9,185,2017-07-13,14,"Girl","Female","Dark",3,"1365760000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,14,"Girl","Female","Dark",3,"1365760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,15,"Guy","Male","Albino",3,"2536380000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,16,"Guy","Male","Mid",3,"6642900000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,17,"Guy","Male","Light",2,"2119689000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,18,"Guy","Male","Mid",2,"1799622000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,19,"Girl","Female","Dark",3,"2191360000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,20,"Guy","Male","Light",1,"2500146000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,21,"Guy","Male","Light",3,"6886473000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,22,"Girl","Female","Dark",2,"1361280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,23,"Guy","Male","Light",3,"6083286000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,24,"Guy","Male","Light",2,"2014006500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,25,"Girl","Female","Dark",1,"0.522240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,26,"Girl","Female","Mid",1,"0.602880000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,27,"Guy","Male","Light",2,"8339859000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,28,"Guy","Male","Dark",2,"2865505500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,29,"Girl","Female","Mid",3,"4020480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,30,"Guy","Male","Dark",2,"1932480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,31,"Girl","Female","Dark",1,"1777920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,32,"Guy","Male","Light",2,"1790563500%"
"Sold","0xc352b5","6689278",0.51,105,2017-07-10,33,"Guy","Male","Light",1,"1829817000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,33,"Guy","Male","Light",1,"1829817000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,34,"Girl","Female","Light",2,"2106240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,35,"Guy","Male","Dark",5,"5495490000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,36,"Girl","Female","Mid",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,37,"Girl","Female","Dark",2,"1411200000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,38,"Girl","Female","Light",3,"2046720000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,39,"Guy","Male","Light",3,"2190144000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,40,"Guy","Male","Light",3,"2015013000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,41,"Guy","Male","Dark",3,"2278716000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,42,"Girl","Female","Dark",2,"2703360000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,43,"Girl","Female","Mid",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,44,"Guy","Male","Light",1,"2777940000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,45,"Guy","Male","Mid",2,"9369508500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,46,"Girl","Female","Mid",2,"1541760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,47,"Guy","Male","Dark",1,"2530341000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,48,"Guy","Male","Light",2,"2947032000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,49,"Girl","Female","Dark",2,"1426560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,50,"Guy","Male","Mid",2,"0.936045000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,51,"Guy","Male","Mid",3,"6459717000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,52,"Guy","Male","Dark",4,"5851791000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,53,"Girl","Female","Light",2,"1317120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,54,"Guy","Male","Dark",1,"1564101000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,55,"Guy","Male","Light",1,"2783979000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,56,"Guy","Male","Dark",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,57,"Guy","Male","Light",1,"2451834000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,58,"Guy","Male","Mid",2,"1654686000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,59,"Guy","Male","Albino",2,"1343677500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,60,"Girl","Female","Light",2,"2146560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,61,"Girl","Female","Light",1,"0.602880000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,62,"Girl","Female","Dark",4,"3809280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,63,"Guy","Male","Dark",3,"6314781000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,64,"Girl","Female","Mid",2,"1534080000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,65,"Girl","Female","Mid",2,"1342080000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,66,"Girl","Female","Dark",1,"0.683520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,67,"Girl","Female","Dark",3,"1392640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,68,"Guy","Male","Dark",2,"2331054000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,69,"Guy","Male","Mid",2,"1434262500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,70,"Girl","Female","Mid",4,"4186560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,71,"Girl","Female","Light",3,"1373440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,72,"Guy","Male","Dark",4,"5146737750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,73,"Girl","Female","Mid",3,"4552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,74,"Guy","Male","Dark",3,"6872382000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,75,"Guy","Male","Light",3,"2830278000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,76,"Guy","Male","Light",2,"3807589500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,77,"Guy","Male","Dark",2,"2192157000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,78,"Guy","Male","Mid",3,"2300859000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,79,"Guy","Male","Dark",2,"2177059500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,80,"Guy","Male","Albino",2,"2219332500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,81,"Guy","Male","Light",2,"2367288000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,82,"Guy","Male","Albino",1,"2451834000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,83,"Guy","Male","Light",3,"1912350000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,84,"Guy","Male","Light",3,"6952902000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,85,"Girl","Female","Dark",1,"1589760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,86,"Girl","Female","Dark",4,"3691200000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,87,"Guy","Male","Light",2,"8207001000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,88,"Girl","Female","Light",2,"2010240000%"
"Sold","jmg","TokenAng…",19.99,6898,2020-09-06,89,"Girl","Female","Dark",1,"0.184320000%"
"Sold","0x052564","jmg",20,4138,2020-05-28,89,"Girl","Female","Dark",1,"0.184320000%"
"Sold","0xc352b5","0xd8e806",1.5,336,2017-07-12,89,"Girl","Female","Dark",1,"0.184320000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,89,"Girl","Female","Dark",1,"0.184320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,90,"Guy","Male","Mid",2,"2174040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,91,"Girl","Female","Light",2,"0.696960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,92,"Girl","Female","Light",3,"1564160000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,93,"Girl","Female","Light",1,"1847040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,94,"Girl","Female","Dark",3,"3943680000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,95,"Guy","Male","Mid",2,"8756550000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,96,"Girl","Female","Light",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,97,"Guy","Male","Mid",1,"2699433000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,98,"Girl","Female","Light",3,"1100800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,99,"Guy","Male","Mid",2,"3683790000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,100,"Girl","Female","Mid",1,"0.683520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,101,"Guy","Male","Mid",2,"2038162500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,102,"Guy","Male","Mid",2,"1307443500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,103,"Girl","Female","Dark",3,"1324800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,104,"Guy","Male","Dark",4,"5469824250%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,105,"Guy","Male","Light",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,106,"Girl","Female","Light",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,107,"Guy","Male","Mid",1,"2451834000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,108,"Girl","Female","Light",2,"1964160000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,109,"Guy","Male","Dark",3,"5853804000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,110,"Girl","Female","Dark",4,"4323840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,111,"Guy","Male","Dark",2,"2059299000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,112,"Guy","Male","Mid",4,"5466804750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,113,"Guy","Male","Albino",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,114,"Girl","Female","Dark",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,115,"Girl","Female","Dark",2,"5003520000%"
"Sold","0xd8e806","5779367",2.4,456,2017-07-17,116,"Girl","Female","Dark",4,"3374400000%"
"Sold","0xc352b5","14215174",1.2,229,2017-07-11,116,"Girl","Female","Dark",4,"3374400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,116,"Girl","Female","Dark",4,"3374400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,117,"Guy","Zombie","Zombie",2,"0.031680000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,118,"Girl","Female","Light",2,"2108160000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,119,"Guy","Male","Mid",2,"8484795000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,120,"Girl","Female","Mid",2,"1368960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,121,"Girl","Female","Light",2,"1363200000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,122,"Guy","Male","Light",2,"4233339000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,123,"Girl","Female","Mid",2,"0.499200000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,124,"Guy","Male","Mid",3,"6141663000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,125,"Girl","Female","Light",3,"1751040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,126,"Guy","Male","Albino",4,"6472298250%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,127,"Girl","Female","Mid",2,"1622400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,128,"Guy","Male","Light",4,"2115159750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,129,"Guy","Male","Light",4,"2897210250%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,130,"Guy","Male","Light",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,131,"Girl","Female","Mid",2,"1620480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,132,"Guy","Male","Dark",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,133,"Guy","Male","Albino",3,"1537932000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,134,"Guy","Male","Mid",1,"1225917000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,135,"Guy","Male","Light",1,"1533906000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,136,"Guy","Male","Dark",3,"2431704000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,137,"Guy","Male","Dark",1,"2777940000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,138,"Guy","Male","Light",2,"3013461000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,139,"Guy","Male","Mid",2,"2297839500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,140,"Girl","Female","Dark",1,"2672640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,141,"Guy","Male","Dark",3,"1960662000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,142,"Guy","Male","Light",2,"2922876000%"
"Sold","0xc352b5","MrTpunks",6.5,1041,2020-01-25,143,"Guy","Male","Light",2,"1748290500%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,143,"Guy","Male","Light",2,"1748290500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,144,"Guy","Male","Dark",3,"3399957000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,145,"Guy","Male","Light",1,"2699433000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,146,"Guy","Male","Light",2,"8756550000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,147,"Guy","Male","Albino",2,"2922876000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,148,"Guy","Male","Mid",1,"1564101000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,149,"Guy","Male","Light",3,"2578653000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,150,"Girl","Female","Mid",2,"5978880000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,151,"Guy","Male","Mid",2,"2400502500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,152,"Guy","Male","Light",2,"2448814500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,153,"Guy","Male","Mid",3,"6246339000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,154,"Guy","Male","Dark",3,"6530172000%"
"Sold","Michel_M…","DANNY",12,4253,2020-09-09,155,"Guy","Male","Dark",2,"1087020000%"
"Sold","0xc352b5","Michel_M…",7,2708,2020-08-26,155,"Guy","Male","Dark",2,"1087020000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,155,"Guy","Male","Dark",2,"1087020000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,156,"Guy","Male","Dark",2,"1908324000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,157,"Guy","Male","Mid",2,"3961584000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,158,"Guy","Male","Light",3,"2554497000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,159,"Guy","Male","Light",2,"8822979000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,160,"Girl","Female","Mid",3,"1450240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,161,"Girl","Female","Dark",2,"2184960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,162,"Guy","Male","Mid",3,"2548458000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,163,"Guy","Male","Dark",2,"2297839500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,164,"Girl","Female","Mid",2,"1526400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,165,"Guy","Male","Mid",3,"3321450000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,166,"Guy","Male","Dark",2,"2497126500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,167,"Girl","Female","Mid",2,"2115840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,168,"Girl","Female","Light",3,"0.728320000%"
"Sold","Pranksy","Slats_et…",6.99,1447,2020-05-28,169,"Girl","Female","Mid",3,"1739520000%"
"Sold","0xc352b5","Pranksy",1,127,2020-01-02,169,"Girl","Female","Mid",3,"1739520000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,169,"Girl","Female","Mid",3,"1739520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,170,"Guy","Male","Light",3,"2916837000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,171,"Guy","Male","Mid",3,"7178358000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,172,"Girl","Female","Mid",3,"1392640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,173,"Girl","Female","Dark",5,"1920768000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,174,"Guy","Male","Dark",3,"6926733000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,175,"Guy","Male","Mid",2,"2675277000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,176,"Girl","Female","Dark",4,"3924480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,177,"Guy","Male","Dark",2,"2315956500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,178,"Guy","Male","Mid",1,"1123254000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,179,"Guy","Male","Albino",3,"2957097000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,180,"Girl","Female","Dark",2,"1440000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,181,"Guy","Male","Dark",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,182,"Guy","Male","Albino",1,"1829817000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,183,"Guy","Male","Light",1,"3176514000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,184,"Girl","Female","Dark",2,"0.802560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,185,"Girl","Female","Light",2,"1597440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,186,"Guy","Male","Dark",2,"2119689000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,187,"Girl","Female","Light",1,"0.579840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,188,"Guy","Male","Dark",3,"6510042000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,189,"Girl","Female","Light",2,"2104320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,190,"Guy","Male","Dark",1,"2451834000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,191,"Girl","Female","Dark",1,"1693440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,192,"Guy","Male","Mid",4,"5410944000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,193,"Girl","Female","Light",3,"3722240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,194,"Guy","Male","Light",2,"2503165500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,195,"Girl","Female","Light",2,"1182720000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,196,"Girl","Female","Light",3,"1803520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,197,"Guy","Male","Dark",2,"2726608500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,198,"Guy","Male","Mid",2,"0.996435000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,199,"Girl","Female","Light",2,"1211520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,200,"Girl","Female","Dark",1,"1716480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,201,"Girl","Female","Mid",4,"1996800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,202,"Girl","Female","Light",3,"4505600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,203,"Guy","Male","Light",3,"2536380000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,204,"Guy","Male","Mid",2,"2841349500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,205,"Guy","Male","Mid",3,"2522289000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,206,"Guy","Male","Light",3,"2872551000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,207,"Guy","Male","Light",3,"2176053000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,208,"Guy","Male","Mid",3,"6129585000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,209,"Girl","Female","Dark",2,"2225280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,210,"Girl","Female","Mid",2,"5005440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,211,"Guy","Male","Dark",2,"2222352000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,212,"Girl","Female","Dark",2,"2131200000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,213,"Girl","Female","Mid",1,"1589760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,214,"Guy","Male","Dark",2,"2116669500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,215,"Girl","Female","Mid",1,"1693440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,216,"Guy","Male","Mid",1,"2904759000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,217,"Guy","Male","Mid",3,"6381210000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,218,"Guy","Male","Light",4,"2694903750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,219,"Girl","Female","Dark",4,"3313920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,220,"Guy","Male","Albino",2,"2841349500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,221,"Guy","Male","Dark",4,"3365232750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,222,"Guy","Male","Light",3,"2002935000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,223,"Guy","Male","Light",3,"2371314000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,224,"Guy","Male","Light",4,"6488905500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,225,"Girl","Female","Mid",3,"4125440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,226,"Girl","Female","Mid",1,"2672640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,227,"Girl","Female","Mid",1,"0.522240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,228,"Guy","Male","Mid",2,"2056279500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,229,"Guy","Male","Light",2,"4290709500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,230,"Guy","Male","Dark",2,"2128747500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,231,"Girl","Female","Mid",3,"4145920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,232,"Girl","Female","Dark",2,"1368960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,233,"Girl","Female","Albino",2,"2259840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,234,"Guy","Male","Light",2,"2690374500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,235,"Guy","Male","Light",2,"4236358500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,236,"Guy","Male","Light",2,"1358775000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,237,"Guy","Male","Dark",2,"2922876000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,238,"Girl","Female","Mid",2,"1017600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,239,"Guy","Male","Dark",3,"2006961000%"
"Sold","Pranksy","Slats_et…",7,1443,2020-05-27,240,"Girl","Female","Mid",2,"1303680000%"
"Sold","Carlini8","Pranksy",4,813,2020-05-26,240,"Girl","Female","Mid",2,"1303680000%"
"Sold","0xc352b5","Carlini8",2,255,2020-01-02,240,"Girl","Female","Mid",2,"1303680000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,240,"Girl","Female","Mid",2,"1303680000%"
"Sold","0xc352b5","393680",5,719,2020-01-08,241,"Girl","Female","Light",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,241,"Girl","Female","Light",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,242,"Girl","Female","Dark",2,"2073600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,243,"Guy","Male","Light",4,"5881986000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,244,"Girl","Female","Light",3,"2085120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,245,"Girl","Female","Dark",1,"0.602880000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,246,"Guy","Male","Albino",3,"6493938000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,247,"Girl","Female","Dark",2,"1344000000%"
