Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
8927,Guy,Male,Light,MaleLight,2,Silver Chain,Bandana,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.56%,4.81%,,,,,,1.56%,3.19%,1923421500%
4062,Guy,Male,Albino,MaleAlbino,2,Hoodie,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,3.78%,,,,,,2.59%,3.19%,1923421500%
2990,Guy,Male,Dark,MaleDark,2,Purple Hair,Nerd Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.65%,4.72%,,,,,,1.65%,3.19%,1923421500%
2438,Guy,Male,Dark,MaleDark,2,Luxurious Beard,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.86%,3.51%,,,,,,2.86%,3.19%,1923421500%
5136,Guy,Male,Dark,MaleDark,2,Cap,3D Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.86%,,,,,,2.86%,3.19%,1923421500%
5162,Guy,Male,Mid,MaleMid,2,Purple Hair,Nerd Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.65%,4.72%,,,,,,1.65%,3.19%,1923421500%
1576,Guy,Male,Mid,MaleMid,2,Hoodie,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,3.78%,,,,,,2.59%,3.19%,1923421500%
4800,Guy,Male,Mid,MaleMid,2,Luxurious Beard,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.86%,3.51%,,,,,,2.86%,3.19%,1923421500%
5569,Guy,Male,Mid,MaleMid,2,Cap,3D Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.86%,,,,,,2.86%,3.19%,1923421500%
4271,Guy,Male,Light,MaleLight,2,Purple Hair,Nerd Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.65%,4.72%,,,,,,1.65%,3.19%,1923421500%
3809,Guy,Male,Light,MaleLight,2,Hoodie,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,3.78%,,,,,,2.59%,3.19%,1923421500%
1009,Guy,Male,Light,MaleLight,2,Luxurious Beard,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.86%,3.51%,,,,,,2.86%,3.19%,1923421500%
1510,Guy,Male,Light,MaleLight,2,Cap,3D Glasses,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.86%,,,,,,2.86%,3.19%,1923421500%
3360,Girl,Female,Dark,FemaleDark,4,Hot Lipstick,Mole,Blonde Short,Big Shades,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.29%,5.35%,,,,1.29%,5.01%,1923840000%
1949,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Vape,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,2.72%,5.35%,,,,,2.72%,5.01%,1923840000%
5697,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Crazy hair,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.14%,4.72%,,,,,4.14%,5.01%,1923840000%
4803,Girl,Female,Light,FemaleLight,3,Black Lipstick,Crazy hair,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.14%,4.72%,,,,,4.14%,5.01%,1923840000%
9181,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Cap,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,3.51%,5.35%,,,,,3.51%,5.01%,1923840000%
9488,Guy,Male,Dark,MaleDark,3,Chinstrap,Vampire Hair,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,1.47%,5.27%,,,,,1.47%,3.19%,1924428000%
5006,Guy,Male,Mid,MaleMid,3,Chinstrap,Vampire Hair,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,1.47%,5.27%,,,,,1.47%,3.19%,1924428000%
7699,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Purple Hair,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,1.65%,5.02%,,,,,1.65%,3.19%,1924428000%
8191,Guy,Male,Dark,MaleDark,5,Frown,Mole,Normal Beard Black,Top Hat,3D Glasses,(blank),(blank),60%,1.66%,2.61%,6.44%,2.89%,1.15%,2.86%,,,1.15%,3.19%,1926441000%
9734,Guy,Male,Dark,MaleDark,4,Frown,Chinstrap,Wild Hair,3D Glasses,(blank),(blank),(blank),60%,14.20%,2.61%,2.82%,4.47%,2.86%,,,,2.61%,3.19%,1926441000%
7809,Guy,Male,Dark,MaleDark,2,Cap Forward,Clown Eyes Blue,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.84%,,,,,,2.54%,3.19%,1926441000%
9698,Guy,Male,Mid,MaleMid,4,Silver Chain,Wild Hair,Eye Patch,Clown Nose,(blank),(blank),(blank),60%,14.20%,1.56%,4.47%,4.61%,2.12%,,,,1.56%,3.19%,1926441000%
5748,Girl,Female,Dark,FemaleDark,4,Mole,Wild White Hair,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.44%,1.36%,9.61%,2.66%,,,,1.36%,5.02%,1926720000%
3287,Girl,Female,Light,FemaleLight,1,Classic Shades,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,5.02%,,,,,,,5.02%,5.02%,1927680000%
2756,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Mohawk Dark,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.29%,3.82%,,,,,3.82%,5.02%,1928960000%
8735,Guy,Male,Albino,MaleAlbino,2,Mustache,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.88%,3.51%,,,,,,2.88%,3.20%,1929460500%
6238,Guy,Male,Mid,MaleMid,2,Mustache,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.88%,3.51%,,,,,,2.88%,3.20%,1929460500%
5141,Guy,Male,Light,MaleLight,2,Mustache,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.88%,3.51%,,,,,,2.88%,3.20%,1929460500%
6510,Girl,Female,Albino,FemaleAlbino,3,Hot Lipstick,Cap,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,3.51%,4.61%,,,,,3.51%,5.03%,1930240000%
9415,Guy,Male,Dark,MaleDark,3,Smile,Fedora,Horned Rim Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,1.86%,5.35%,,,,,1.86%,3.20%,1930467000%
2161,Guy,Male,Mid,MaleMid,3,Chinstrap,Cowboy Hat,Horned Rim Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,1.42%,5.35%,,,,,1.42%,3.20%,1930467000%
6645,Guy,Male,Mid,MaleMid,3,Front Beard,Crazy hair,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,4.14%,2.72%,,,,,2.72%,3.20%,1930467000%
9331,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mohawk Dark,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.29%,3.84%,,,,,3.84%,5.03%,1931520000%
5094,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Mohawk Dark,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.29%,3.84%,,,,,3.84%,5.03%,1931520000%
8133,Girl,Female,Albino,FemaleAlbino,2,Purple Lipstick,Cap,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.55%,3.51%,,,,,,3.51%,5.03%,1931520000%
1664,Girl,Female,Dark,FemaleDark,2,Purple Lipstick,Cap,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.55%,3.51%,,,,,,3.51%,5.03%,1931520000%
9529,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Bandana,VR,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.81%,3.32%,,,,,3.32%,5.03%,1931520000%
7580,Girl,Female,Light,FemaleLight,2,Purple Lipstick,Cap,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.55%,3.51%,,,,,,3.51%,5.03%,1931520000%
9248,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Bandana,VR,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.81%,3.32%,,,,,3.32%,5.03%,1931520000%
1680,Guy,Male,Albino,MaleAlbino,3,Chinstrap,Headband,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,4.06%,2.72%,,,,,2.72%,3.20%,1932480000%
9135,Guy,Male,Albino,MaleAlbino,3,Chinstrap,Do-rag,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,3.00%,3.78%,,,,,2.82%,3.20%,1932480000%
30,Guy,Male,Dark,MaleDark,2,Normal Beard Black,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.89%,3.51%,,,,,,2.89%,3.20%,1932480000%
2404,Guy,Male,Dark,MaleDark,3,Chinstrap,Do-rag,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,3.00%,3.78%,,,,,2.82%,3.20%,1932480000%
5216,Guy,Male,Mid,MaleMid,2,Normal Beard Black,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.89%,3.51%,,,,,,2.89%,3.20%,1932480000%
4509,Guy,Male,Light,MaleLight,2,Normal Beard Black,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.89%,3.51%,,,,,,2.89%,3.20%,1932480000%
4956,Guy,Male,Light,MaleLight,3,Front Beard Dark,Purple Hair,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,1.65%,5.35%,,,,,1.65%,3.20%,1932480000%
1422,Guy,Male,Light,MaleLight,3,Hoodie,Pipe,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,2.59%,3.17%,3.84%,,,,,2.59%,3.20%,1932480000%
9446,Girl,Female,Mid,FemaleMid,3,Stringy Hair,Cigarette,Welding Goggles,(blank),(blank),(blank),(blank),38%,45.01%,4.63%,9.61%,0.86%,,,,,0.86%,5.03%,1932800000%
8889,Guy,Male,Dark,MaleDark,5,Smile,Luxurious Beard,Peak Spike,Vape,Classic Shades,(blank),(blank),60%,1.66%,2.38%,2.86%,3.03%,2.72%,5.02%,,,2.38%,3.20%,1933687800%
4554,Girl,Female,Dark,FemaleDark,4,Hot Lipstick,Mole,Straight Hair Dark,Regular Shades,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.48%,5.27%,,,,1.48%,5.04%,1934400000%
6435,Guy,Male,Dark,MaleDark,3,Front Beard,Fedora,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,1.86%,5.02%,,,,,1.86%,3.20%,1934493000%
9427,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Police Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,2.03%,4.72%,,,,,2.03%,3.20%,1934493000%
9170,Guy,Male,Mid,MaleMid,3,Normal Beard,Cowboy Hat,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,1.42%,5.27%,,,,,1.42%,3.20%,1934493000%
665,Guy,Male,Mid,MaleMid,3,Luxurious Beard,Clown Hair Green,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,1.48%,5.27%,,,,,1.48%,3.20%,1934493000%
7507,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Messy Hair,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,4.60%,2.12%,,,,,2.12%,3.20%,1934493000%
8082,Guy,Male,Light,MaleLight,3,Normal Beard,Cowboy Hat,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,1.42%,5.27%,,,,,1.42%,3.20%,1934493000%
1650,Guy,Male,Light,MaleLight,3,Normal Beard Black,Messy Hair,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,4.60%,2.12%,,,,,2.12%,3.20%,1934493000%
6209,Guy,Male,Light,MaleLight,3,Cap,Pipe,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,3.51%,3.17%,2.93%,,,,,2.93%,3.20%,1934493000%
7510,Guy,Male,Dark,MaleDark,3,Smile,Chinstrap,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.82%,4.41%,,,,,2.38%,3.20%,1934493000%
3842,Girl,Female,Albino,FemaleAlbino,2,Bandana,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.81%,5.27%,,,,,,4.81%,5.04%,1935360000%
342,Girl,Female,Light,FemaleLight,2,Bandana,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.81%,5.27%,,,,,,4.81%,5.04%,1935360000%
2481,Girl,Female,Mid,FemaleMid,2,Bandana,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.81%,5.27%,,,,,,4.81%,5.04%,1935360000%
7156,Guy,Male,Mid,MaleMid,2,Hoodie,Clown Eyes Green,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,3.82%,,,,,,2.59%,3.21%,1935499500%
3022,Guy,Male,Light,MaleLight,2,Hoodie,Clown Eyes Green,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,3.82%,,,,,,2.59%,3.21%,1935499500%
1630,Guy,Male,Albino,MaleAlbino,2,Shadow Beard,Top Hat,(blank),(blank),(blank),(blank),(blank),60%,35.60%,5.26%,1.15%,,,,,,1.15%,3.21%,1935499500%
5595,Guy,Male,Dark,MaleDark,2,Shadow Beard,Top Hat,(blank),(blank),(blank),(blank),(blank),60%,35.60%,5.26%,1.15%,,,,,,1.15%,3.21%,1935499500%
7730,Guy,Male,Dark,MaleDark,2,Mohawk Dark,Clown Nose,(blank),(blank),(blank),(blank),(blank),60%,35.60%,4.29%,2.12%,,,,,,2.12%,3.21%,1935499500%
4604,Guy,Male,Mid,MaleMid,2,Shadow Beard,Top Hat,(blank),(blank),(blank),(blank),(blank),60%,35.60%,5.26%,1.15%,,,,,,1.15%,3.21%,1935499500%
9352,Guy,Male,Dark,MaleDark,2,Top Hat,Regular Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.15%,5.27%,,,,,,1.15%,3.21%,1938519000%
6726,Guy,Male,Dark,MaleDark,3,Rosy Cheeks,Do-rag,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.28%,3.00%,5.35%,,,,,1.28%,3.21%,1938519000%
7686,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Cowboy Hat,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,1.42%,5.35%,,,,,1.42%,3.21%,1938519000%
5098,Guy,Male,Dark,MaleDark,3,Frown,Front Beard Dark,Frumpy Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,2.60%,4.42%,,,,,2.60%,3.21%,1938519000%
4759,Guy,Male,Mid,MaleMid,3,Handlebars,Purple Hair,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,1.65%,5.35%,,,,,1.65%,3.21%,1938519000%
5185,Guy,Male,Light,MaleLight,2,Top Hat,Regular Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.15%,5.27%,,,,,,1.15%,3.21%,1938519000%
9669,Guy,Male,Light,MaleLight,3,Normal Beard Black,Vampire Hair,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,1.47%,5.27%,,,,,1.47%,3.21%,1938519000%
7001,Guy,Male,Mid,MaleMid,4,Chinstrap,Police Cap,Vape,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.82%,2.03%,2.72%,5.27%,,,,2.03%,3.21%,1938519000%
8377,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Do-rag,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,3.00%,3.78%,,,,,2.86%,3.21%,1940532000%
2548,Guy,Male,Mid,MaleMid,3,Smile,Cap Forward,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.54%,4.72%,,,,,2.38%,3.21%,1940532000%
9147,Girl,Female,Dark,FemaleDark,4,Hot Lipstick,Mole,Blonde Bob,Horned Rim Glasses,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.47%,5.35%,,,,1.47%,5.06%,1941120000%
1210,Girl,Female,Light,FemaleLight,4,Purple Lipstick,Wild Blonde,Cigarette,Purple Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,1.44%,9.61%,2.62%,,,,1.44%,5.06%,1941120000%
725,Guy,Male,Albino,MaleAlbino,2,Normal Beard,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.92%,3.51%,,,,,,2.92%,3.22%,1941538500%
2456,Guy,Male,Light,MaleLight,2,Normal Beard,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.92%,3.51%,,,,,,2.92%,3.22%,1941538500%
8278,Guy,Male,Mid,MaleMid,3,Chinstrap,Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,3.51%,3.32%,,,,,2.82%,3.22%,1942545000%
1988,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Bandana,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.81%,3.82%,,,,,3.82%,5.06%,1943040000%
7906,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Bandana,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.81%,3.82%,,,,,3.82%,5.06%,1943040000%
1051,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mole,Tassle Hat,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.78%,,,,,1.78%,5.06%,1943040000%
9290,Guy,Male,Mid,MaleMid,4,Goat,Clown Hair Green,Pipe,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.95%,1.48%,3.17%,5.27%,,,,1.48%,3.22%,1943048250%
3675,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Cap,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,3.51%,4.72%,,,,,3.51%,5.06%,1944320000%
5532,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mohawk Thin,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.41%,3.82%,,,,,3.82%,5.06%,1944320000%
7876,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mohawk,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.41%,3.82%,,,,,3.82%,5.06%,1944320000%
6961,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Mohawk Thin,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.41%,3.82%,,,,,3.82%,5.06%,1944320000%
7610,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Mohawk,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.41%,3.82%,,,,,3.82%,5.06%,1944320000%
6751,Guy,Male,Albino,MaleAlbino,2,Cap,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.93%,,,,,,2.93%,3.22%,1944558000%
6894,Guy,Male,Albino,MaleAlbino,3,Gold Chain,Knitted Cap,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,4.19%,3.78%,,,,,1.69%,3.22%,1944558000%
2020,Guy,Male,Dark,MaleDark,2,Cowboy Hat,Classic Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.42%,5.02%,,,,,,1.42%,3.22%,1944558000%
1359,Guy,Male,Dark,MaleDark,2,Smile,Headband,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.38%,4.06%,,,,,,2.38%,3.22%,1944558000%
9507,Guy,Male,Dark,MaleDark,3,Shadow Beard,Vampire Hair,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,5.26%,1.47%,2.93%,,,,,1.47%,3.22%,1944558000%
5008,Guy,Male,Mid,MaleMid,2,Cowboy Hat,Classic Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.42%,5.02%,,,,,,1.42%,3.22%,1944558000%
3822,Guy,Male,Mid,MaleMid,2,Smile,Headband,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.38%,4.06%,,,,,,2.38%,3.22%,1944558000%
6748,Guy,Male,Mid,MaleMid,2,Cap,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.93%,,,,,,2.93%,3.22%,1944558000%
5924,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Cowboy Hat,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,1.42%,5.35%,,,,,1.42%,3.22%,1944558000%
3077,Guy,Male,Light,MaleLight,2,Cowboy Hat,Classic Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.42%,5.02%,,,,,,1.42%,3.22%,1944558000%
1871,Guy,Male,Light,MaleLight,2,Smile,Headband,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.38%,4.06%,,,,,,2.38%,3.22%,1944558000%
7053,Guy,Male,Light,MaleLight,2,Cap,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.51%,2.93%,,,,,,2.93%,3.22%,1944558000%
5935,Guy,Male,Light,MaleLight,3,Frown,Handlebars,Frumpy Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,2.63%,4.42%,,,,,2.61%,3.22%,1944558000%
9199,Guy,Male,Light,MaleLight,3,Mustache,Headband,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,4.06%,2.72%,,,,,2.72%,3.22%,1944558000%
3667,Guy,Male,Light,MaleLight,3,Chinstrap,Do-rag,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,3.00%,3.84%,,,,,2.82%,3.22%,1944558000%
3989,Guy,Male,Light,MaleLight,3,Mustache,Shaved Head,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,3.00%,3.78%,,,,,2.88%,3.22%,1944558000%
1618,Girl,Female,Albino,FemaleAlbino,3,Hot Lipstick,Frumpy Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.42%,3.82%,,,,,3.82%,5.07%,1945600000%
9662,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Bandana,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.81%,3.84%,,,,,3.84%,5.07%,1945600000%
4344,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Frumpy Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.42%,3.82%,,,,,3.82%,5.07%,1945600000%
5044,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Frumpy Hair,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.42%,4.61%,,,,,4.42%,5.07%,1945600000%
4221,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Headband,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,4.06%,2.72%,,,,,2.72%,3.22%,1946571000%
2695,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Do-rag,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,3.00%,3.78%,,,,,2.89%,3.22%,1946571000%
7410,Guy,Male,Albino,MaleAlbino,3,Smile,Cap,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,3.51%,3.78%,,,,,2.38%,3.22%,1946571000%
643,Guy,Male,Mid,MaleMid,3,Smile,Mustache,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.88%,4.41%,,,,,2.38%,3.22%,1946571000%
9711,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Crazy hair,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,4.14%,2.93%,,,,,2.60%,3.22%,1946571000%
5042,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Mohawk Thin,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.41%,3.84%,,,,,3.84%,5.07%,1946880000%
7719,Girl,Female,Light,FemaleLight,3,Tassle Hat,Cigarette,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,1.78%,9.61%,3.82%,,,,,1.78%,5.07%,1946880000%
1800,Girl,Female,Mid,FemaleMid,4,Purple Lipstick,Mole,Stringy Hair,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,6.44%,4.63%,2.66%,,,,2.66%,5.07%,1946880000%
4839,Girl,Female,Mid,FemaleMid,4,Purple Lipstick,Red Mohawk,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,1.47%,9.61%,2.66%,,,,1.47%,5.07%,1947840000%
7738,Guy,Male,Mid,MaleMid,3,Smile,Police Cap,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.03%,5.27%,,,,,2.03%,3.23%,1948584000%
9242,Guy,Male,Light,MaleLight,3,Frown,Mustache,Knitted Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,2.88%,4.19%,,,,,2.61%,3.23%,1948584000%
7131,Girl,Female,Dark,FemaleDark,4,Purple Lipstick,Clown Hair Green,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,1.48%,9.61%,2.66%,,,,1.48%,5.08%,1948800000%
382,Girl,Female,Light,FemaleLight,2,Pilot Helmet,Cigarette,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.54%,9.61%,,,,,,0.54%,5.08%,1948800000%
6116,Girl,Female,Mid,FemaleMid,4,Purple Lipstick,Straight Hair Dark,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,1.48%,9.61%,2.66%,,,,1.48%,5.08%,1948800000%
6865,Guy,Male,Albino,MaleAlbino,2,Goat,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,3.51%,,,,,,2.95%,3.23%,1950597000%
3485,Guy,Male,Dark,MaleDark,2,Goat,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,3.51%,,,,,,2.95%,3.23%,1950597000%
4447,Guy,Male,Mid,MaleMid,2,Goat,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,3.51%,,,,,,2.95%,3.23%,1950597000%
9168,Guy,Male,Dark,MaleDark,4,Smile,Muttonchops,Knitted Cap,VR,(blank),(blank),(blank),60%,14.20%,2.38%,3.03%,4.19%,3.32%,,,,2.38%,3.23%,1950597000%
3865,Guy,Male,Dark,MaleDark,3,Buck Teeth,Knitted Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,4.19%,4.72%,,,,,0.78%,3.23%,1950597000%
7453,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,3.51%,3.32%,,,,,2.86%,3.23%,1950597000%
1720,Guy,Male,Mid,MaleMid,3,Normal Beard,Cowboy Hat,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,1.42%,5.35%,,,,,1.42%,3.23%,1950597000%
8569,Guy,Male,Mid,MaleMid,3,Big Beard,Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,3.51%,4.72%,,,,,1.46%,3.23%,1950597000%
7854,Guy,Male,Light,MaleLight,3,Big Beard,Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,3.51%,4.72%,,,,,1.46%,3.23%,1950597000%
