"","epoch","slot","age","validatorSlashed","slashedBy","reason"
"1335","3283","105066","53 days 8 hrs ago","29222","5068","Attestation rule offense"
"1336","3283","105066","53 days 8 hrs ago","6831","5068","Attestation rule offense"
"1337","3283","105066","53 days 8 hrs ago","11258","5068","Attestation rule offense"
"1338","3283","105066","53 days 8 hrs ago","14852","5068","Attestation rule offense"
"1339","3283","105066","53 days 8 hrs ago","19326","5068","Attestation rule offense"
"1340","3283","105066","53 days 8 hrs ago","23995","5068","Attestation rule offense"
"1341","3283","105066","53 days 8 hrs ago","29078","5068","Attestation rule offense"
"1342","3283","105066","53 days 8 hrs ago","5381","5068","Attestation rule offense"
"1343","3283","105066","53 days 8 hrs ago","11208","5068","Attestation rule offense"
"1344","3283","105066","53 days 8 hrs ago","14802","5068","Attestation rule offense"
"1345","3283","105066","53 days 8 hrs ago","19230","5068","Attestation rule offense"
"1346","3283","105066","53 days 8 hrs ago","23960","5068","Attestation rule offense"
"1347","3283","105066","53 days 8 hrs ago","28790","5068","Attestation rule offense"
"1348","3283","105066","53 days 8 hrs ago","4035","5068","Attestation rule offense"
"1349","3283","105066","53 days 8 hrs ago","10808","5068","Attestation rule offense"
"1350","3283","105066","53 days 8 hrs ago","14741","5068","Attestation rule offense"
"1351","3283","105066","53 days 8 hrs ago","18980","5068","Attestation rule offense"
"1352","3283","105066","53 days 8 hrs ago","23782","5068","Attestation rule offense"
"1353","3283","105066","53 days 8 hrs ago","28274","5068","Attestation rule offense"
"1354","3283","105066","53 days 8 hrs ago","3667","5068","Attestation rule offense"
"1355","3283","105066","53 days 8 hrs ago","10341","5068","Attestation rule offense"
"1356","3283","105066","53 days 8 hrs ago","14689","5068","Attestation rule offense"
"1357","3283","105066","53 days 8 hrs ago","18918","5068","Attestation rule offense"
"1358","3283","105066","53 days 8 hrs ago","23655","5068","Attestation rule offense"
"1359","3283","105066","53 days 8 hrs ago","28065","5068","Attestation rule offense"
"1360","3283","105063","53 days 8 hrs ago","10446","31622","Attestation rule offense"
"1361","3283","105061","53 days 8 hrs ago","11606","1516","Attestation rule offense"
"1362","3282","105049","53 days 8 hrs ago","10438","16505","Attestation rule offense"
"1363","3282","105036","53 days 8 hrs ago","20800","24485","Attestation rule offense"
"1364","3282","105027","53 days 8 hrs ago","10425","16785","Attestation rule offense"
"1365","3281","104997","53 days 9 hrs ago","10397","15108","Attestation rule offense"
"1366","3280","104984","53 days 9 hrs ago","10380","14608","Attestation rule offense"
"1367","3280","104979","53 days 9 hrs ago","10378","13530","Attestation rule offense"
"1368","3280","104969","53 days 9 hrs ago","10359","8137","Attestation rule offense"
"1369","3280","104967","53 days 9 hrs ago","11145","15136","Attestation rule offense"
"1370","3279","104953","53 days 9 hrs ago","10339","284","Attestation rule offense"
"1371","3279","104949","53 days 9 hrs ago","10043","26089","Attestation rule offense"
"1372","3279","104949","53 days 9 hrs ago","13666","26089","Attestation rule offense"
"1373","3279","104949","53 days 9 hrs ago","19874","26089","Attestation rule offense"
"1374","3279","104949","53 days 9 hrs ago","24130","26089","Attestation rule offense"
"1375","3279","104949","53 days 9 hrs ago","7084","26089","Attestation rule offense"
"1376","3279","104949","53 days 9 hrs ago","13303","26089","Attestation rule offense"
"1377","3279","104949","53 days 9 hrs ago","19618","26089","Attestation rule offense"
"1378","3279","104949","53 days 9 hrs ago","22304","26089","Attestation rule offense"
"1379","3279","104949","53 days 9 hrs ago","5386","26089","Attestation rule offense"
"1380","3279","104949","53 days 9 hrs ago","11443","26089","Attestation rule offense"
"1381","3279","104949","53 days 9 hrs ago","18207","26089","Attestation rule offense"
"1382","3279","104949","53 days 9 hrs ago","22212","26089","Attestation rule offense"
"1383","3279","104949","53 days 9 hrs ago","28243","26089","Attestation rule offense"
"1384","3279","104949","53 days 9 hrs ago","4894","26089","Attestation rule offense"
"1385","3279","104949","53 days 9 hrs ago","11316","26089","Attestation rule offense"
"1386","3279","104949","53 days 9 hrs ago","17957","26089","Attestation rule offense"
"1387","3279","104949","53 days 9 hrs ago","22142","26089","Attestation rule offense"
"1388","3279","104949","53 days 9 hrs ago","27965","26089","Attestation rule offense"
"1389","3279","104949","53 days 9 hrs ago","3933","26089","Attestation rule offense"
"1390","3279","104949","53 days 9 hrs ago","11046","26089","Attestation rule offense"
"1391","3279","104949","53 days 9 hrs ago","15443","26089","Attestation rule offense"
"1392","3279","104949","53 days 9 hrs ago","21687","26089","Attestation rule offense"
"1393","3279","104949","53 days 9 hrs ago","27825","26089","Attestation rule offense"
"1394","3279","104949","53 days 9 hrs ago","3921","26089","Attestation rule offense"
"1395","3279","104949","53 days 9 hrs ago","10462","26089","Attestation rule offense"
"1396","3279","104949","53 days 9 hrs ago","15358","26089","Attestation rule offense"
"1397","3279","104949","53 days 9 hrs ago","21193","26089","Attestation rule offense"
"1398","3279","104949","53 days 9 hrs ago","27655","26089","Attestation rule offense"
"1399","3279","104949","53 days 9 hrs ago","3763","26089","Attestation rule offense"
"1400","3279","104949","53 days 9 hrs ago","10338","26089","Attestation rule offense"
"1401","3279","104949","53 days 9 hrs ago","15348","26089","Attestation rule offense"
"1402","3279","104949","53 days 9 hrs ago","20357","26089","Attestation rule offense"
"1403","3279","104949","53 days 9 hrs ago","27477","26089","Attestation rule offense"
"1404","3279","104949","53 days 9 hrs ago","3174","26089","Attestation rule offense"
"1405","3279","104949","53 days 9 hrs ago","10337","26089","Attestation rule offense"
"1406","3279","104949","53 days 9 hrs ago","14992","26089","Attestation rule offense"
"1407","3279","104949","53 days 9 hrs ago","19937","26089","Attestation rule offense"
"1408","3279","104949","53 days 9 hrs ago","26064","26089","Attestation rule offense"
"1409","3279","104938","53 days 9 hrs ago","10324","11843","Attestation rule offense"
"1410","3279","104929","53 days 9 hrs ago","10316","719","Attestation rule offense"
"1411","3278","104925","53 days 9 hrs ago","10309","7757","Attestation rule offense"
"1412","3278","104916","53 days 9 hrs ago","10303","804","Attestation rule offense"
"1413","3278","104900","53 days 9 hrs ago","22419","10729","Attestation rule offense"
"1414","3278","104898","53 days 9 hrs ago","10293","7009","Attestation rule offense"
"1415","3277","104878","53 days 9 hrs ago","10376","217","Attestation rule offense"
"1416","3277","104867","53 days 9 hrs ago","10245","16083","Attestation rule offense"
"1417","3277","104867","53 days 9 hrs ago","10246","16083","Attestation rule offense"
"1418","3277","104865","53 days 9 hrs ago","10241","6771","Attestation rule offense"
"1419","3276","104855","53 days 9 hrs ago","23355","1240","Attestation rule offense"
"1420","3276","104855","53 days 9 hrs ago","29095","1240","Attestation rule offense"
"1421","3276","104847","53 days 9 hrs ago","10223","21610","Attestation rule offense"
"1422","3275","104819","53 days 9 hrs ago","10198","13142","Attestation rule offense"
"1423","3275","104814","53 days 9 hrs ago","10190","19560","Attestation rule offense"
"1424","3275","104810","53 days 9 hrs ago","18937","28972","Attestation rule offense"
"1425","3275","104810","53 days 9 hrs ago","11630","28972","Attestation rule offense"
"1426","3274","104798","53 days 9 hrs ago","10173","29141","Attestation rule offense"
"1427","3274","104798","53 days 9 hrs ago","10171","29141","Attestation rule offense"
"1428","3274","104769","53 days 9 hrs ago","10116","7283","Attestation rule offense"
"1429","3273","104760","53 days 9 hrs ago","10096","2187","Attestation rule offense"
"1430","3273","104739","53 days 9 hrs ago","10092","19358","Attestation rule offense"
"1431","3272","104735","53 days 9 hrs ago","10082","11426","Attestation rule offense"
"1432","3272","104733","53 days 9 hrs ago","10085","2546","Attestation rule offense"
"1433","3272","104717","53 days 10 hrs ago","10068","12495","Attestation rule offense"
"1434","3272","104711","53 days 10 hrs ago","11485","13977","Attestation rule offense"
"1435","3272","104708","53 days 10 hrs ago","10062","23095","Attestation rule offense"
"1436","3271","104687","53 days 10 hrs ago","10051","2265","Attestation rule offense"
"1437","3271","104678","53 days 10 hrs ago","10037","23840","Attestation rule offense"
"1438","3271","104674","53 days 10 hrs ago","10035","15843","Attestation rule offense"
"1439","3270","104666","53 days 10 hrs ago","24586","32715","Attestation rule offense"
"1440","3270","104660","53 days 10 hrs ago","10021","32347","Attestation rule offense"
"1441","3270","104660","53 days 10 hrs ago","10022","32347","Attestation rule offense"
"1442","3270","104650","53 days 10 hrs ago","10006","11444","Attestation rule offense"
"1443","3270","104643","53 days 10 hrs ago","10000","27492","Attestation rule offense"
"1444","3269","104619","53 days 10 hrs ago","9979","10287","Attestation rule offense"
"1445","3269","104618","53 days 10 hrs ago","9974","10314","Attestation rule offense"
"1446","3269","104616","53 days 10 hrs ago","9972","11331","Attestation rule offense"
"1447","3269","104613","53 days 10 hrs ago","9968","11361","Attestation rule offense"
"1448","3268","104606","53 days 10 hrs ago","21963","1298","Attestation rule offense"
"1449","3268","104584","53 days 10 hrs ago","9953","23704","Attestation rule offense"
"1450","3268","104583","53 days 10 hrs ago","9950","29927","Attestation rule offense"
"1451","3268","104583","53 days 10 hrs ago","9949","29927","Attestation rule offense"
"1452","3267","104560","53 days 10 hrs ago","25755","1689","Attestation rule offense"
"1453","3267","104559","53 days 10 hrs ago","22513","29697","Attestation rule offense"
"1454","3266","104542","53 days 10 hrs ago","9920","13752","Attestation rule offense"
"1455","3266","104534","53 days 10 hrs ago","28338","15374","Attestation rule offense"
"1456","3266","104528","53 days 10 hrs ago","10792","20520","Attestation rule offense"
"1457","3266","104522","53 days 10 hrs ago","9907","32286","Attestation rule offense"
"1458","3266","104514","53 days 10 hrs ago","9901","16337","Attestation rule offense"
"1459","3266","104513","53 days 10 hrs ago","29081","15147","Attestation rule offense"
"1460","3266","104512","53 days 10 hrs ago","9900","5260","Attestation rule offense"
"1461","3265","104507","53 days 10 hrs ago","9895","24263","Attestation rule offense"
"1462","3265","104502","53 days 10 hrs ago","9892","14798","Attestation rule offense"
"1463","3265","104499","53 days 10 hrs ago","9887","10449","Attestation rule offense"
"1464","3265","104498","53 days 10 hrs ago","9885","15833","Attestation rule offense"
"1465","3265","104483","53 days 10 hrs ago","28800","20691","Attestation rule offense"
"1466","3265","104482","53 days 10 hrs ago","9876","120","Attestation rule offense"
"1467","3264","104476","53 days 10 hrs ago","9872","10244","Attestation rule offense"
"1468","3264","104473","53 days 10 hrs ago","10768","20291","Attestation rule offense"
"1469","3264","104469","53 days 10 hrs ago","9867","372","Attestation rule offense"
"1470","3264","104466","53 days 10 hrs ago","9865","2498","Attestation rule offense"
"1471","3264","104466","53 days 10 hrs ago","11141","2498","Attestation rule offense"
"1472","3264","104466","53 days 10 hrs ago","9864","2498","Attestation rule offense"
"1473","3264","104464","53 days 10 hrs ago","9863","13647","Attestation rule offense"
"1474","3264","104456","53 days 10 hrs ago","9856","13453","Attestation rule offense"
"1475","3264","104455","53 days 10 hrs ago","9855","10883","Attestation rule offense"
"1476","3264","104454","53 days 10 hrs ago","9854","26322","Attestation rule offense"
"1477","3263","104441","53 days 10 hrs ago","9843","2372","Attestation rule offense"
"1478","3263","104420","53 days 10 hrs ago","9828","23717","Attestation rule offense"
"1479","3262","104405","53 days 11 hrs ago","11560","4841","Attestation rule offense"
"1480","3262","104402","53 days 11 hrs ago","9814","28865","Attestation rule offense"
"1481","3262","104391","53 days 11 hrs ago","9805","26433","Attestation rule offense"
"1482","3262","104391","53 days 11 hrs ago","9804","26433","Attestation rule offense"
"1483","3262","104389","53 days 11 hrs ago","9803","28340","Attestation rule offense"
"1484","3262","104387","53 days 11 hrs ago","9800","18928","Attestation rule offense"
"1485","3261","104352","53 days 11 hrs ago","9369","23604","Attestation rule offense"
"1486","3260","104349","53 days 11 hrs ago","9335","24883","Attestation rule offense"
"1487","3260","104340","53 days 11 hrs ago","9334","17600","Attestation rule offense"
"1488","3260","104340","53 days 11 hrs ago","9333","17600","Attestation rule offense"
"1489","3260","104339","53 days 11 hrs ago","8281","9402","Attestation rule offense"
"1490","3260","104333","53 days 11 hrs ago","9836","10862","Attestation rule offense"
"1491","3260","104331","53 days 11 hrs ago","10812","10659","Attestation rule offense"
"1492","3260","104330","53 days 11 hrs ago","9302","24883","Attestation rule offense"
"1493","3260","104329","53 days 11 hrs ago","9300","11363","Attestation rule offense"
"1494","3260","104326","53 days 11 hrs ago","9288","13763","Attestation rule offense"
"1495","3259","104313","53 days 11 hrs ago","9242","23682","Attestation rule offense"
"1496","3259","104310","53 days 11 hrs ago","10327","21526","Attestation rule offense"
"1497","3259","104300","53 days 11 hrs ago","9227","13204","Attestation rule offense"
"1498","3259","104300","53 days 11 hrs ago","9226","13204","Attestation rule offense"
"1499","3259","104298","53 days 11 hrs ago","9197","15909","Attestation rule offense"
"1500","3258","104278","53 days 11 hrs ago","25709","23881","Attestation rule offense"
"1601","3258","104274","53 days 11 hrs ago","5378","11654","Attestation rule offense"
"1602","3258","104272","53 days 11 hrs ago","8810","23636","Attestation rule offense"
"1603","3258","104262","53 days 11 hrs ago","18344","9654","Attestation rule offense"
"1604","3257","104251","53 days 11 hrs ago","8811","152","Attestation rule offense"
"1605","3257","104224","53 days 11 hrs ago","9900","114","Attestation rule offense"
"1606","3256","104197","53 days 11 hrs ago","22258","29337","Attestation rule offense"
"1607","3255","104177","53 days 11 hrs ago","8723","11691","Attestation rule offense"
"1608","3255","104173","53 days 11 hrs ago","8719","13446","Attestation rule offense"
"1609","3255","104160","53 days 11 hrs ago","8696","28883","Attestation rule offense"
"1610","3254","104158","53 days 11 hrs ago","8694","22256","Attestation rule offense"
"1611","3254","104146","53 days 11 hrs ago","8658","14052","Attestation rule offense"
"1612","3254","104135","53 days 11 hrs ago","8623","26035","Attestation rule offense"
"1613","3254","104131","53 days 11 hrs ago","8615","26616","Attestation rule offense"
"1614","3253","104124","53 days 11 hrs ago","8602","12686","Attestation rule offense"
"1615","3253","104111","53 days 12 hrs ago","10838","14103","Attestation rule offense"
"1616","3253","104111","53 days 12 hrs ago","8347","14103","Attestation rule offense"
"1617","3253","104098","53 days 12 hrs ago","8341","16631","Attestation rule offense"
"1618","3252","104088","53 days 12 hrs ago","8331","8055","Attestation rule offense"
"1619","3252","104070","53 days 12 hrs ago","8326","24397","Attestation rule offense"
"1620","3252","104069","53 days 12 hrs ago","8321","15085","Attestation rule offense"
"1621","3251","104062","53 days 12 hrs ago","8311","237","Attestation rule offense"
"1622","3251","104057","53 days 12 hrs ago","8302","10830","Attestation rule offense"
"1623","3251","104054","53 days 12 hrs ago","10651","1707","Attestation rule offense"
"1624","3251","104054","53 days 12 hrs ago","12315","1707","Attestation rule offense"
"1625","3251","104054","53 days 12 hrs ago","19324","1707","Attestation rule offense"
"1626","3251","104054","53 days 12 hrs ago","24141","1707","Attestation rule offense"
"1627","3251","104054","53 days 12 hrs ago","28015","1707","Attestation rule offense"
"1628","3251","104054","53 days 12 hrs ago","4052","1707","Attestation rule offense"
"1629","3251","104054","53 days 12 hrs ago","10524","1707","Attestation rule offense"
"1630","3251","104054","53 days 12 hrs ago","12236","1707","Attestation rule offense"
"1631","3251","104054","53 days 12 hrs ago","18997","1707","Attestation rule offense"
"1632","3251","104054","53 days 12 hrs ago","23362","1707","Attestation rule offense"
"1633","3251","104054","53 days 12 hrs ago","27920","1707","Attestation rule offense"
"1634","3251","104054","53 days 12 hrs ago","3819","1707","Attestation rule offense"
"1635","3251","104054","53 days 12 hrs ago","10235","1707","Attestation rule offense"
"1636","3251","104054","53 days 12 hrs ago","10308","1707","Attestation rule offense"
"1637","3251","104054","53 days 12 hrs ago","11254","1707","Attestation rule offense"
"1638","3251","104054","53 days 12 hrs ago","18864","1707","Attestation rule offense"
"1639","3251","104054","53 days 12 hrs ago","22218","1707","Attestation rule offense"
"1640","3251","104054","53 days 12 hrs ago","27813","1707","Attestation rule offense"
"1641","3251","104054","53 days 12 hrs ago","3376","1707","Attestation rule offense"
"1642","3251","104054","53 days 12 hrs ago","9821","1707","Attestation rule offense"
"1643","3251","104054","53 days 12 hrs ago","11154","1707","Attestation rule offense"
"1644","3251","104054","53 days 12 hrs ago","18138","1707","Attestation rule offense"
"1645","3251","104054","53 days 12 hrs ago","22045","1707","Attestation rule offense"
"1646","3251","104054","53 days 12 hrs ago","27798","1707","Attestation rule offense"
"1648","3251","104054","53 days 12 hrs ago","9635","1707","Attestation rule offense"
"1649","3251","104054","53 days 12 hrs ago","11082","1707","Attestation rule offense"
"1650","3251","104054","53 days 12 hrs ago","17930","1707","Attestation rule offense"
"1651","3251","104054","53 days 12 hrs ago","21110","1707","Attestation rule offense"
"1652","3251","104054","53 days 12 hrs ago","27329","1707","Attestation rule offense"
"1653","3251","104054","53 days 12 hrs ago","9612","1707","Attestation rule offense"
"1654","3251","104054","53 days 12 hrs ago","11036","1707","Attestation rule offense"
"1655","3251","104054","53 days 12 hrs ago","15346","1707","Attestation rule offense"
"1656","3251","104054","53 days 12 hrs ago","19669","1707","Attestation rule offense"
"1657","3251","104054","53 days 12 hrs ago","25998","1707","Attestation rule offense"
"1658","3251","104054","53 days 12 hrs ago","28783","1707","Attestation rule offense"
"1659","3251","104054","53 days 12 hrs ago","6821","1707","Attestation rule offense"
"1660","3251","104054","53 days 12 hrs ago","11012","1707","Attestation rule offense"
"1661","3251","104054","53 days 12 hrs ago","13821","1707","Attestation rule offense"
"1662","3251","104054","53 days 12 hrs ago","19485","1707","Attestation rule offense"
"1663","3251","104054","53 days 12 hrs ago","25318","1707","Attestation rule offense"
"1664","3251","104054","53 days 12 hrs ago","28758","1707","Attestation rule offense"
"1665","3251","104054","53 days 12 hrs ago","4787","1707","Attestation rule offense"
"1666","3251","104054","53 days 12 hrs ago","11008","1707","Attestation rule offense"
"1667","3251","104054","53 days 12 hrs ago","13677","1707","Attestation rule offense"
"1668","3251","104054","53 days 12 hrs ago","19483","1707","Attestation rule offense"
"1669","3251","104054","53 days 12 hrs ago","24258","1707","Attestation rule offense"
"1670","3251","104054","53 days 12 hrs ago","28270","1707","Attestation rule offense"
"1671","3251","104054","53 days 12 hrs ago","4767","1707","Attestation rule offense"
"1672","3251","104050","53 days 12 hrs ago","10034","7155","Attestation rule offense"
"1673","3251","104050","53 days 12 hrs ago","8299","7155","Attestation rule offense"
"1674","3251","104046","53 days 12 hrs ago","8292","21985","Attestation rule offense"
"1675","3251","104036","53 days 12 hrs ago","8284","461","Attestation rule offense"
"1676","3250","104029","53 days 12 hrs ago","8267","2250","Attestation rule offense"
"1677","3250","104010","53 days 12 hrs ago","5083","13469","Attestation rule offense"
"1678","3250","104010","53 days 12 hrs ago","6627","13469","Attestation rule offense"
"1679","3250","104010","53 days 12 hrs ago","7879","13469","Attestation rule offense"
"1680","3250","104010","53 days 12 hrs ago","8674","13469","Attestation rule offense"
"1681","3250","104010","53 days 12 hrs ago","11833","13469","Attestation rule offense"
"1682","3250","104010","53 days 12 hrs ago","17456","13469","Attestation rule offense"
"1683","3250","104010","53 days 12 hrs ago","4063","13469","Attestation rule offense"
"1684","3250","104010","53 days 12 hrs ago","6541","13469","Attestation rule offense"
"1685","3250","104010","53 days 12 hrs ago","7666","13469","Attestation rule offense"
"1686","3250","104010","53 days 12 hrs ago","7868","13469","Attestation rule offense"
"1687","3250","104010","53 days 12 hrs ago","8624","13469","Attestation rule offense"
"1688","3250","104010","53 days 12 hrs ago","11695","13469","Attestation rule offense"
"1689","3250","104010","53 days 12 hrs ago","17370","13469","Attestation rule offense"
"1690","3250","104010","53 days 12 hrs ago","28350","13469","Attestation rule offense"
"1691","3250","104010","53 days 12 hrs ago","87","13469","Attestation rule offense"
"1692","3250","104010","53 days 12 hrs ago","6518","13469","Attestation rule offense"
"1693","3250","104010","53 days 12 hrs ago","7496","13469","Attestation rule offense"
"1694","3250","104010","53 days 12 hrs ago","7828","13469","Attestation rule offense"
"1695","3250","104010","53 days 12 hrs ago","8257","13469","Attestation rule offense"
"1696","3250","104010","53 days 12 hrs ago","11621","13469","Attestation rule offense"
"1697","3250","104010","53 days 12 hrs ago","16693","13469","Attestation rule offense"
"1698","3250","104010","53 days 12 hrs ago","25840","13469","Attestation rule offense"
"1699","3250","104010","53 days 12 hrs ago","6511","13469","Attestation rule offense"
"1700","3250","104010","53 days 12 hrs ago","7307","13469","Attestation rule offense"
"1701","3250","104010","53 days 12 hrs ago","8246","13469","Attestation rule offense"
"1702","3250","104010","53 days 12 hrs ago","11585","13469","Attestation rule offense"
"1703","3250","104010","53 days 12 hrs ago","14193","13469","Attestation rule offense"
"1704","3250","104010","53 days 12 hrs ago","24924","13469","Attestation rule offense"
"1705","3250","104010","53 days 12 hrs ago","6402","13469","Attestation rule offense"
"1706","3250","104010","53 days 12 hrs ago","7220","13469","Attestation rule offense"
"1707","3250","104010","53 days 12 hrs ago","8245","13469","Attestation rule offense"
"1708","3250","104010","53 days 12 hrs ago","11091","13469","Attestation rule offense"
"1709","3250","104010","53 days 12 hrs ago","14190","13469","Attestation rule offense"
"1710","3250","104010","53 days 12 hrs ago","24839","13469","Attestation rule offense"
"1711","3250","104010","53 days 12 hrs ago","6369","13469","Attestation rule offense"
"1712","3250","104010","53 days 12 hrs ago","7192","13469","Attestation rule offense"
"1713","3250","104010","53 days 12 hrs ago","8122","13469","Attestation rule offense"
"1714","3250","104010","53 days 12 hrs ago","10580","13469","Attestation rule offense"
"1715","3250","104010","53 days 12 hrs ago","13046","13469","Attestation rule offense"
"1716","3250","104010","53 days 12 hrs ago","24622","13469","Attestation rule offense"
"1717","3250","104010","53 days 12 hrs ago","6083","13469","Attestation rule offense"
"1718","3250","104010","53 days 12 hrs ago","6973","13469","Attestation rule offense"
"1719","3250","104010","53 days 12 hrs ago","7982","13469","Attestation rule offense"
"1720","3250","104010","53 days 12 hrs ago","10232","13469","Attestation rule offense"
"1721","3250","104010","53 days 12 hrs ago","12759","13469","Attestation rule offense"
"1722","3250","104010","53 days 12 hrs ago","22539","13469","Attestation rule offense"
"1723","3250","104010","53 days 12 hrs ago","5669","13469","Attestation rule offense"
"1724","3250","104010","53 days 12 hrs ago","6853","13469","Attestation rule offense"
"1725","3250","104010","53 days 12 hrs ago","7945","13469","Attestation rule offense"
"1726","3250","104010","53 days 12 hrs ago","10192","13469","Attestation rule offense"
"1727","3250","104010","53 days 12 hrs ago","12036","13469","Attestation rule offense"
"1728","3250","104010","53 days 12 hrs ago","20407","13469","Attestation rule offense"
"1729","3250","104009","53 days 12 hrs ago","8243","8097","Attestation rule offense"
"1730","3250","104002","53 days 12 hrs ago","7237","2307","Attestation rule offense"
"1731","3249","103999","53 days 12 hrs ago","4079","29264","Attestation rule offense"
"1732","3249","103998","53 days 12 hrs ago","7213","30806","Attestation rule offense"
"1733","3249","103998","53 days 12 hrs ago","7191","30806","Attestation rule offense"
"1734","3249","103988","53 days 12 hrs ago","7120","23710","Attestation rule offense"
"1735","3249","103986","53 days 12 hrs ago","7118","14341","Attestation rule offense"
"1736","3249","103985","53 days 12 hrs ago","7116","16409","Attestation rule offense"
"1737","3249","103985","53 days 12 hrs ago","7114","16409","Attestation rule offense"
"1738","3249","103983","53 days 12 hrs ago","3682","4403","Attestation rule offense"
"1739","3249","103980","53 days 12 hrs ago","10640","7499","Attestation rule offense"
"1740","3249","103980","53 days 12 hrs ago","7111","7499","Attestation rule offense"
"1741","3249","103972","53 days 12 hrs ago","7103","30426","Attestation rule offense"
"1742","3249","103969","53 days 12 hrs ago","10297","15069","Attestation rule offense"
"1743","3249","103969","53 days 12 hrs ago","7101","15069","Attestation rule offense"
"1744","3248","103946","53 days 12 hrs ago","7069","28870","Attestation rule offense"
"1745","3248","103941","53 days 12 hrs ago","7055","13829","Attestation rule offense"
"1746","3247","103925","53 days 12 hrs ago","9925","20601","Attestation rule offense"
"1747","3247","103925","53 days 12 hrs ago","10019","20601","Attestation rule offense"
"1748","3247","103924","53 days 12 hrs ago","7031","5261","Attestation rule offense"
"1749","3247","103921","53 days 12 hrs ago","7027","13789","Attestation rule offense"
"1750","3247","103917","53 days 12 hrs ago","7013","22046","Attestation rule offense"
"1751","3247","103914","53 days 12 hrs ago","7006","2940","Attestation rule offense"
"1752","3246","103902","53 days 12 hrs ago","8321","31770","Attestation rule offense"
"1753","3246","103902","53 days 12 hrs ago","14948","31770","Attestation rule offense"
"1754","3246","103902","53 days 12 hrs ago","92","31770","Attestation rule offense"
"1755","3246","103902","53 days 12 hrs ago","18297","31770","Attestation rule offense"
"1756","3246","103902","53 days 12 hrs ago","23075","31770","Attestation rule offense"
"1757","3246","103902","53 days 12 hrs ago","25648","31770","Attestation rule offense"
"1758","3246","103902","53 days 12 hrs ago","747","31770","Attestation rule offense"
"1759","3246","103902","53 days 12 hrs ago","4394","31770","Attestation rule offense"
"1760","3246","103902","53 days 12 hrs ago","6004","31770","Attestation rule offense"
"1761","3246","103902","53 days 12 hrs ago","8057","31770","Attestation rule offense"
"1762","3246","103902","53 days 12 hrs ago","14264","31770","Attestation rule offense"
"1763","3246","103902","53 days 12 hrs ago","45","31770","Attestation rule offense"
"1764","3246","103902","53 days 12 hrs ago","17298","31770","Attestation rule offense"
"1765","3246","103902","53 days 12 hrs ago","22125","31770","Attestation rule offense"
"1766","3246","103902","53 days 12 hrs ago","23357","31770","Attestation rule offense"
"1767","3246","103902","53 days 12 hrs ago","597","31770","Attestation rule offense"
"1768","3246","103902","53 days 12 hrs ago","4071","31770","Attestation rule offense"
"1769","3246","103902","53 days 12 hrs ago","5688","31770","Attestation rule offense"
"1770","3246","103902","53 days 12 hrs ago","8043","31770","Attestation rule offense"
"1771","3246","103902","53 days 12 hrs ago","14133","31770","Attestation rule offense"
"1772","3246","103902","53 days 12 hrs ago","17235","31770","Attestation rule offense"
"1773","3246","103902","53 days 12 hrs ago","21092","31770","Attestation rule offense"
"1774","3246","103902","53 days 12 hrs ago","23316","31770","Attestation rule offense"
"1775","3246","103902","53 days 12 hrs ago","29055","31770","Attestation rule offense"
"1776","3246","103902","53 days 12 hrs ago","4045","31770","Attestation rule offense"
"1777","3246","103902","53 days 12 hrs ago","5501","31770","Attestation rule offense"
"1778","3246","103902","53 days 12 hrs ago","7240","31770","Attestation rule offense"
"1779","3246","103902","53 days 12 hrs ago","13948","31770","Attestation rule offense"
"1780","3246","103902","53 days 12 hrs ago","17176","31770","Attestation rule offense"
"1781","3246","103902","53 days 12 hrs ago","579","31770","Attestation rule offense"
"1782","3246","103902","53 days 12 hrs ago","20994","31770","Attestation rule offense"
"1783","3246","103902","53 days 12 hrs ago","28996","31770","Attestation rule offense"
"1784","3246","103902","53 days 12 hrs ago","3761","31770","Attestation rule offense"
"1785","3246","103902","53 days 12 hrs ago","5051","31770","Attestation rule offense"
"1786","3246","103902","53 days 12 hrs ago","6945","31770","Attestation rule offense"
"1787","3246","103902","53 days 12 hrs ago","11842","31770","Attestation rule offense"
"1788","3246","103902","53 days 12 hrs ago","16441","31770","Attestation rule offense"
"1789","3246","103902","53 days 12 hrs ago","370","31770","Attestation rule offense"
"1790","3246","103902","53 days 12 hrs ago","20823","31770","Attestation rule offense"
"1791","3246","103902","53 days 12 hrs ago","28989","31770","Attestation rule offense"
"1792","3246","103902","53 days 12 hrs ago","3625","31770","Attestation rule offense"
"1793","3246","103902","53 days 12 hrs ago","4816","31770","Attestation rule offense"
"1794","3246","103902","53 days 12 hrs ago","11469","31770","Attestation rule offense"
"1795","3246","103902","53 days 12 hrs ago","15874","31770","Attestation rule offense"
"1796","3246","103902","53 days 12 hrs ago","283","31770","Attestation rule offense"
"1797","3246","103902","53 days 12 hrs ago","20439","31770","Attestation rule offense"
"1798","3246","103902","53 days 12 hrs ago","28752","31770","Attestation rule offense"
"1799","3246","103902","53 days 12 hrs ago","3589","31770","Attestation rule offense"
"1800","3246","103902","53 days 12 hrs ago","4757","31770","Attestation rule offense"
"1801","3246","103902","53 days 12 hrs ago","6934","31770","Attestation rule offense"
"1802","3246","103902","53 days 12 hrs ago","10540","31770","Attestation rule offense"
"1803","3246","103902","53 days 12 hrs ago","15474","31770","Attestation rule offense"
