"","epoch","slot","age","validatorSlashed","slashedBy","reason"
"1","15087","482814","21 hrs 40 mins ago","2959","15144","Attestation rule offense"
"2","15087","482814","21 hrs 40 mins ago","2948","15144","Attestation rule offense"
"3","15087","482814","21 hrs 40 mins ago","2603","15144","Attestation rule offense"
"4","15087","482814","21 hrs 40 mins ago","2478","15144","Attestation rule offense"
"5","15087","482814","21 hrs 40 mins ago","2151","15144","Attestation rule offense"
"6","15087","482814","21 hrs 40 mins ago","2118","15144","Attestation rule offense"
"7","15068","482201","23 hrs 43 mins ago","38870","38099","Proposer rule offense"
"8","15030","480979","1 day 3 hrs ago","38815","15146","Attestation rule offense"
"9","15030","480979","1 day 3 hrs ago","38827","15146","Attestation rule offense"
"10","15027","480895","1 day 4 hrs ago","38898","6386","Attestation rule offense"
"11","15027","480895","1 day 4 hrs ago","3050","6386","Attestation rule offense"
"12","14892","476572","1 day 18 hrs ago","38847","15146","Attestation rule offense"
"13","14892","476572","1 day 18 hrs ago","38835","15146","Attestation rule offense"
"14","14886","476361","1 day 19 hrs ago","77039","21599","Attestation rule offense"
"15","14876","476053","1 day 20 hrs ago","77038","7928","Attestation rule offense"
"16","14824","474373","2 days 1 hr ago","38834","15125","Attestation rule offense"
"17","14824","474373","2 days 1 hr ago","38863","15125","Attestation rule offense"
"18","14810","473931","2 days 3 hrs ago","38818","42435","Proposer rule offense"
"19","14784","473105","2 days 6 hrs ago","38865","15596","Proposer rule offense"
"20","14776","472854","2 days 6 hrs ago","38816","16681","Proposer rule offense"
"21","14776","472844","2 days 6 hrs ago","38812","51522","Proposer rule offense"
"22","14667","469351","2 days 18 hrs ago","38811","15123","Attestation rule offense"
"23","14667","469351","2 days 18 hrs ago","3012","15123","Attestation rule offense"
"24","14667","469351","2 days 18 hrs ago","2883","15123","Attestation rule offense"
"25","14623","467949","2 days 23 hrs ago","38855","15149","Attestation rule offense"
"26","14623","467949","2 days 23 hrs ago","38826","15149","Attestation rule offense"
"27","14585","466751","3 days 3 hrs ago","38894","15133","Attestation rule offense"
"28","14585","466751","3 days 3 hrs ago","38899","15133","Attestation rule offense"
"29","14577","466487","3 days 4 hrs ago","38892","24822","Proposer rule offense"
"30","14564","466048","3 days 5 hrs ago","38882","15123","Attestation rule offense"
"31","14564","466048","3 days 5 hrs ago","38883","15123","Attestation rule offense"
"32","14473","463158","3 days 15 hrs ago","38797","6386","Attestation rule offense"
"33","14473","463158","3 days 15 hrs ago","38848","6386","Attestation rule offense"
"34","14466","462920","3 days 15 hrs ago","38862","18593","Proposer rule offense"
"35","14453","462511","3 days 17 hrs ago","38801","74054","Proposer rule offense"
"36","14424","461576","3 days 20 hrs ago","15707","15144","Attestation rule offense"
"37","14424","461576","3 days 20 hrs ago","38831","15144","Attestation rule offense"
"38","14423","461548","3 days 20 hrs ago","38887","19335","Proposer rule offense"
"39","14415","461311","3 days 21 hrs ago","38840","1985","Proposer rule offense"
"40","14408","461061","3 days 22 hrs ago","21811","52135","Attestation rule offense"
"41","14407","461052","3 days 22 hrs ago","38852","15138","Attestation rule offense"
"42","14407","461052","3 days 22 hrs ago","31017","15138","Attestation rule offense"
"43","14386","460376","4 days 28 mins ago","10146","74957","Attestation rule offense"
"44","14386","460361","4 days 31 mins ago","10147","28330","Attestation rule offense"
"45","14382","460227","4 days 58 mins ago","10145","65269","Attestation rule offense"
"46","14257","456249","4 days 14 hrs ago","38800","43616","Proposer rule offense"
"47","14188","454039","4 days 21 hrs ago","38871","42330","Proposer rule offense"
"48","14076","450451","5 days 9 hrs ago","37155","14819","Proposer rule offense"
"49","14040","449287","5 days 13 hrs ago","21761","35455","Attestation rule offense"
"50","13971","447089","5 days 20 hrs ago","38853","64076","Proposer rule offense"
"51","13861","443575","6 days 8 hrs ago","38874","66972","Proposer rule offense"
"52","13792","441356","6 days 15 hrs ago","38809","33667","Proposer rule offense"
"53","13775","440805","6 days 17 hrs ago","38854","66560","Proposer rule offense"
"54","13767","440559","6 days 18 hrs ago","38823","33696","Proposer rule offense"
"55","13716","438918","7 days ago","38810","46312","Proposer rule offense"
"56","13714","438866","7 days 10 mins ago","38885","37385","Proposer rule offense"
"57","13655","436973","7 days 6 hrs ago","38861","33088","Attestation rule offense"
"58","13646","436697","7 days 7 hrs ago","38841","60149","Proposer rule offense"
"59","13632","436252","7 days 8 hrs ago","38897","43060","Proposer rule offense"
"60","13629","436145","7 days 9 hrs ago","38817","59040","Proposer rule offense"
"61","13602","435286","7 days 12 hrs ago","38836","34711","Proposer rule offense"
"62","13597","435113","7 days 12 hrs ago","38802","43961","Attestation rule offense"
"63","13587","434815","7 days 13 hrs ago","38820","14795","Attestation rule offense"
"64","13576","434442","7 days 14 hrs ago","38814","46524","Proposer rule offense"
"65","13546","433490","7 days 18 hrs ago","38888","41194","Proposer rule offense"
"66","13546","433480","7 days 18 hrs ago","38866","29759","Attestation rule offense"
"67","13546","433477","7 days 18 hrs ago","38860","55591","Attestation rule offense"
"68","13529","432929","7 days 19 hrs ago","38895","40865","Proposer rule offense"
"69","13529","432928","7 days 19 hrs ago","38895","60628","Proposer rule offense"
"70","13528","432909","7 days 20 hrs ago","38877","62191","Attestation rule offense"
"71","13527","432876","7 days 20 hrs ago","38868","43676","Proposer rule offense"
"72","13526","432837","7 days 20 hrs ago","38873","36075","Attestation rule offense"
"73","13523","432747","7 days 20 hrs ago","38843","33615","Attestation rule offense"
"74","13512","432410","7 days 21 hrs ago","38805","54680","Proposer rule offense"
"75","13490","431700","8 days 3 mins ago","38849","71732","Proposer rule offense"
"76","13488","431621","8 days 19 mins ago","38875","61272","Attestation rule offense"
"77","13430","429773","8 days 6 hrs ago","38832","49628","Attestation rule offense"
"78","13360","427520","8 days 13 hrs ago","38879","45110","Proposer rule offense"
"79","13086","418767","9 days 19 hrs ago","41900","18546","Attestation rule offense"
"80","13070","418258","9 days 20 hrs ago","41889","15942","Proposer rule offense"
"81","13052","417666","9 days 22 hrs ago","41895","62305","Proposer rule offense"
"82","12973","415158","10 days 7 hrs ago","41897","59290","Attestation rule offense"
"83","12752","408093","11 days 6 hrs ago","70099","44304","Attestation rule offense"
"84","12747","407925","11 days 7 hrs ago","70095","14412","Attestation rule offense"
"85","12567","402170","12 days 2 hrs ago","3041","41486","Attestation rule offense"
"86","12567","402169","12 days 2 hrs ago","2809","37153","Attestation rule offense"
"87","12567","402169","12 days 2 hrs ago","2917","37153","Attestation rule offense"
"88","12567","402169","12 days 2 hrs ago","2896","37153","Attestation rule offense"
"89","12567","402168","12 days 2 hrs ago","2673","60352","Attestation rule offense"
"90","12567","402168","12 days 2 hrs ago","2994","60352","Attestation rule offense"
"91","12567","402165","12 days 2 hrs ago","2644","46029","Attestation rule offense"
"92","12567","402165","12 days 2 hrs ago","2601","46029","Attestation rule offense"
"93","12567","402164","12 days 2 hrs ago","2680","40507","Attestation rule offense"
"94","12567","402164","12 days 2 hrs ago","2529","40507","Attestation rule offense"
"95","12567","402164","12 days 2 hrs ago","2342","40507","Attestation rule offense"
"96","12567","402163","12 days 2 hrs ago","2549","5628","Attestation rule offense"
"97","12567","402163","12 days 2 hrs ago","2631","5628","Attestation rule offense"
"98","12567","402162","12 days 2 hrs ago","2997","18690","Attestation rule offense"
"99","12567","402162","12 days 2 hrs ago","2473","18690","Attestation rule offense"
"100","12567","402162","12 days 2 hrs ago","2733","18690","Attestation rule offense"
"101","12567","402160","12 days 2 hrs ago","2470","23764","Attestation rule offense"
"102","12567","402160","12 days 2 hrs ago","2450","23764","Attestation rule offense"
"103","12567","402159","12 days 2 hrs ago","28957","36677","Attestation rule offense"
"104","12567","402159","12 days 2 hrs ago","36065","36677","Attestation rule offense"
"105","12567","402159","12 days 2 hrs ago","68456","36677","Attestation rule offense"
"106","12567","402159","12 days 2 hrs ago","63312","36677","Attestation rule offense"
"107","12567","402159","12 days 2 hrs ago","6354","36677","Attestation rule offense"
"108","12567","402159","12 days 2 hrs ago","15632","36677","Attestation rule offense"
"109","12567","402159","12 days 2 hrs ago","55526","36677","Attestation rule offense"
"110","12567","402159","12 days 2 hrs ago","61343","36677","Attestation rule offense"
"111","12567","402159","12 days 2 hrs ago","66150","36677","Attestation rule offense"
"112","12567","402159","12 days 2 hrs ago","39348","36677","Attestation rule offense"
"113","12567","402159","12 days 2 hrs ago","43345","36677","Attestation rule offense"
"114","12567","402159","12 days 2 hrs ago","48600","36677","Attestation rule offense"
"115","12567","402159","12 days 2 hrs ago","28492","36677","Attestation rule offense"
"116","12567","402159","12 days 2 hrs ago","35378","36677","Attestation rule offense"
"117","12567","402159","12 days 2 hrs ago","68414","36677","Attestation rule offense"
"118","12567","402159","12 days 2 hrs ago","15378","36677","Attestation rule offense"
"119","12567","402159","12 days 2 hrs ago","6271","36677","Attestation rule offense"
"120","12567","402159","12 days 2 hrs ago","11854","36677","Attestation rule offense"
"121","12567","402159","12 days 2 hrs ago","61114","36677","Attestation rule offense"
"122","12567","402159","12 days 2 hrs ago","65932","36677","Attestation rule offense"
"123","12567","402159","12 days 2 hrs ago","38195","36677","Attestation rule offense"
"124","12567","402159","12 days 2 hrs ago","42517","36677","Attestation rule offense"
"125","12567","402159","12 days 2 hrs ago","46756","36677","Attestation rule offense"
"126","12567","402159","12 days 2 hrs ago","51602","36677","Attestation rule offense"
"127","12567","402159","12 days 2 hrs ago","26143","36677","Attestation rule offense"
"128","12567","402159","12 days 2 hrs ago","33651","36677","Attestation rule offense"
"129","12567","402159","12 days 2 hrs ago","68303","36677","Attestation rule offense"
"130","12567","402159","12 days 2 hrs ago","2810","36677","Attestation rule offense"
"131","12567","402159","12 days 2 hrs ago","4577","36677","Attestation rule offense"
"132","12567","402159","12 days 2 hrs ago","9541","36677","Attestation rule offense"
"133","12567","402159","12 days 2 hrs ago","60997","36677","Attestation rule offense"
"134","12567","402159","12 days 2 hrs ago","63720","36677","Attestation rule offense"
"135","12567","402159","12 days 2 hrs ago","38168","36677","Attestation rule offense"
"136","12567","402159","12 days 2 hrs ago","42204","36677","Attestation rule offense"
"137","12567","402159","12 days 2 hrs ago","46421","36677","Attestation rule offense"
"138","12567","402159","12 days 2 hrs ago","50577","36677","Attestation rule offense"
"139","12567","402159","12 days 2 hrs ago","23764","36677","Attestation rule offense"
"140","12567","402159","12 days 2 hrs ago","33418","36677","Attestation rule offense"
"141","12567","402159","12 days 2 hrs ago","67258","36677","Attestation rule offense"
"142","12567","402159","12 days 2 hrs ago","2307","36677","Attestation rule offense"
"143","12567","402159","12 days 2 hrs ago","4211","36677","Attestation rule offense"
"144","12567","402159","12 days 2 hrs ago","9417","36677","Attestation rule offense"
"145","12567","402159","12 days 2 hrs ago","60882","36677","Attestation rule offense"
"146","12567","402159","12 days 2 hrs ago","62705","36677","Attestation rule offense"
"147","12567","402159","12 days 2 hrs ago","37443","36677","Attestation rule offense"
"148","12567","402159","12 days 2 hrs ago","41839","36677","Attestation rule offense"
"149","12567","402159","12 days 2 hrs ago","46307","36677","Attestation rule offense"
"150","12567","402159","12 days 2 hrs ago","50535","36677","Attestation rule offense"
"151","12567","402159","12 days 2 hrs ago","23749","36677","Attestation rule offense"
"152","12567","402159","12 days 2 hrs ago","29822","36677","Attestation rule offense"
"153","12567","402159","12 days 2 hrs ago","67176","36677","Attestation rule offense"
"154","12567","402159","12 days 2 hrs ago","2296","36677","Attestation rule offense"
"156","12567","402159","12 days 2 hrs ago","9196","36677","Attestation rule offense"
"157","12567","402159","12 days 2 hrs ago","59105","36677","Attestation rule offense"
"158","12567","402159","12 days 2 hrs ago","62541","36677","Attestation rule offense"
"159","12567","402159","12 days 2 hrs ago","37051","36677","Attestation rule offense"
"160","12567","402159","12 days 2 hrs ago","40952","36677","Attestation rule offense"
"161","12567","402159","12 days 2 hrs ago","45154","36677","Attestation rule offense"
"162","12567","402159","12 days 2 hrs ago","49235","36677","Attestation rule offense"
"163","12567","402159","12 days 2 hrs ago","23684","36677","Attestation rule offense"
"164","12567","402159","12 days 2 hrs ago","29462","36677","Attestation rule offense"
"165","12567","402159","12 days 2 hrs ago","67110","36677","Attestation rule offense"
"168","12567","402159","12 days 2 hrs ago","9075","36677","Attestation rule offense"
"169","12567","402159","12 days 2 hrs ago","57431","36677","Attestation rule offense"
"170","12567","402159","12 days 2 hrs ago","62106","36677","Attestation rule offense"
"171","12567","402159","12 days 2 hrs ago","66449","36677","Attestation rule offense"
"172","12567","402159","12 days 2 hrs ago","36756","36677","Attestation rule offense"
"173","12567","402159","12 days 2 hrs ago","40847","36677","Attestation rule offense"
"174","12567","402159","12 days 2 hrs ago","44121","36677","Attestation rule offense"
"175","12567","402159","12 days 2 hrs ago","49099","36677","Attestation rule offense"
"176","12567","402159","12 days 2 hrs ago","22914","36677","Attestation rule offense"
"177","12567","402159","12 days 2 hrs ago","29277","36677","Attestation rule offense"
"178","12567","402159","12 days 2 hrs ago","66850","36677","Attestation rule offense"
"180","12567","402159","12 days 2 hrs ago","1553","36677","Attestation rule offense"
"181","12567","402159","12 days 2 hrs ago","9064","36677","Attestation rule offense"
"182","12567","402159","12 days 2 hrs ago","57420","36677","Attestation rule offense"
"183","12567","402159","12 days 2 hrs ago","61856","36677","Attestation rule offense"
"184","12567","402159","12 days 2 hrs ago","66403","36677","Attestation rule offense"
"185","12567","402159","12 days 2 hrs ago","36662","36677","Attestation rule offense"
"186","12567","402159","12 days 2 hrs ago","40667","36677","Attestation rule offense"
"187","12567","402159","12 days 2 hrs ago","43883","36677","Attestation rule offense"
"188","12567","402159","12 days 2 hrs ago","48805","36677","Attestation rule offense"
"189","12567","402159","12 days 2 hrs ago","29134","36677","Attestation rule offense"
"190","12567","402159","12 days 2 hrs ago","69360","36677","Attestation rule offense"
"191","12567","402159","12 days 2 hrs ago","1168","36677","Attestation rule offense"
"192","12567","402159","12 days 2 hrs ago","8396","36677","Attestation rule offense"
"193","12567","402159","12 days 2 hrs ago","19362","36677","Attestation rule offense"
"194","12567","402159","12 days 2 hrs ago","56505","36677","Attestation rule offense"
"195","12567","402159","12 days 2 hrs ago","61583","36677","Attestation rule offense"
"196","12567","402159","12 days 2 hrs ago","66312","36677","Attestation rule offense"
"197","12567","402159","12 days 2 hrs ago","40532","36677","Attestation rule offense"
"198","12567","402159","12 days 2 hrs ago","43554","36677","Attestation rule offense"
"199","12567","402159","12 days 2 hrs ago","48775","36677","Attestation rule offense"
"200","12567","402158","12 days 2 hrs ago","2825","38371","Attestation rule offense"
"201","12567","402158","12 days 2 hrs ago","2288","38371","Attestation rule offense"
"202","12567","402158","12 days 2 hrs ago","2713","38371","Attestation rule offense"
"203","12567","402158","12 days 2 hrs ago","2274","38371","Attestation rule offense"
"204","12567","402158","12 days 2 hrs ago","2828","38371","Attestation rule offense"
"205","12567","402157","12 days 2 hrs ago","2218","34672","Attestation rule offense"
"206","12567","402157","12 days 2 hrs ago","2205","34672","Attestation rule offense"
"207","12567","402156","12 days 2 hrs ago","2578","15834","Attestation rule offense"
"208","12567","402156","12 days 2 hrs ago","2713","15834","Attestation rule offense"
"209","12567","402155","12 days 2 hrs ago","2861","65045","Attestation rule offense"
"210","12567","402155","12 days 2 hrs ago","2553","65045","Attestation rule offense"
"211","12567","402155","12 days 2 hrs ago","2817","65045","Attestation rule offense"
"212","12567","402155","12 days 2 hrs ago","2433","65045","Attestation rule offense"
"213","12567","402154","12 days 2 hrs ago","2974","50953","Attestation rule offense"
"214","12567","402154","12 days 2 hrs ago","2195","50953","Attestation rule offense"
"215","12567","402154","12 days 2 hrs ago","2153","50953","Attestation rule offense"
"216","12567","402151","12 days 2 hrs ago","2183","38319","Attestation rule offense"
"217","12567","402151","12 days 2 hrs ago","2093","38319","Attestation rule offense"
"218","11943","382194","14 days 21 hrs ago","54156","57234","Attestation rule offense"
"219","11887","380407","15 days 3 hrs ago","11840","65396","Attestation rule offense"
"220","11887","380406","15 days 3 hrs ago","11840","26270","Attestation rule offense"
"221","11818","378182","15 days 10 hrs ago","38839","33641","Proposer rule offense"
"222","11815","378085","15 days 10 hrs ago","38872","39551","Proposer rule offense"
"223","11559","369890","16 days 14 hrs ago","8465","15138","Attestation rule offense"
"224","11460","366747","17 days 34 mins ago","57389","15131","Attestation rule offense"
"225","11257","360251","17 days 22 hrs ago","9251","15123","Attestation rule offense"
"226","11257","360251","17 days 22 hrs ago","63396","15123","Attestation rule offense"
"227","11257","360235","17 days 22 hrs ago","8216","15140","Attestation rule offense"
"228","11209","358696","18 days 3 hrs ago","8457","15133","Attestation rule offense"
"229","11178","357698","18 days 6 hrs ago","34058","6386","Attestation rule offense"
"230","11149","356795","18 days 9 hrs ago","34059","31897","Attestation rule offense"
"231","10650","340823","20 days 14 hrs ago","40385","11989","Attestation rule offense"
"232","10072","322332","23 days 4 hrs ago","34219","22643","Attestation rule offense"
"233","10057","321829","23 days 6 hrs ago","39594","16700","Attestation rule offense"
"234","9941","318112","23 days 18 hrs ago","8175","15125","Attestation rule offense"
"235","9893","316581","23 days 23 hrs ago","34220","10711","Attestation rule offense"
"236","9886","316365","24 days 30 mins ago","29138","7997","Attestation rule offense"
"237","9880","316185","24 days 1 hr ago","29139","50398","Attestation rule offense"
"238","9875","316013","24 days 1 hr ago","34218","1704","Attestation rule offense"
"239","9875","316011","24 days 1 hr ago","27146","39733","Attestation rule offense"
"240","9875","316008","24 days 1 hr ago","22062","43078","Attestation rule offense"
"241","9874","315989","24 days 1 hr ago","19999","44873","Attestation rule offense"
"242","9655","308961","25 days 1 hr ago","57352","21572","Attestation rule offense"
"243","9646","308679","25 days 2 hrs ago","3033","23130","Attestation rule offense"
"244","9646","308679","25 days 2 hrs ago","2971","23130","Attestation rule offense"
"245","9646","308678","25 days 2 hrs ago","2953","42418","Attestation rule offense"
"246","9646","308678","25 days 2 hrs ago","2581","42418","Attestation rule offense"
"247","9646","308677","25 days 2 hrs ago","2532","42732","Attestation rule offense"
"248","9646","308677","25 days 2 hrs ago","2459","42732","Attestation rule offense"
"249","9646","308676","25 days 2 hrs ago","2385","51906","Attestation rule offense"
"250","9646","308676","25 days 2 hrs ago","2377","51906","Attestation rule offense"
"251","9646","308673","25 days 2 hrs ago","2807","1864","Attestation rule offense"
"252","9646","308673","25 days 2 hrs ago","2664","1864","Attestation rule offense"
"253","9645","308671","25 days 2 hrs ago","2366","37571","Attestation rule offense"
"254","9645","308671","25 days 2 hrs ago","2330","37571","Attestation rule offense"
"255","9645","308670","25 days 2 hrs ago","49874","15397","Attestation rule offense"
"256","9645","308670","25 days 2 hrs ago","3033","15397","Attestation rule offense"
"257","9645","308670","25 days 2 hrs ago","55823","15397","Attestation rule offense"
"258","9645","308670","25 days 2 hrs ago","42333","15397","Attestation rule offense"
"259","9645","308670","25 days 2 hrs ago","2292","15397","Attestation rule offense"
"260","9645","308670","25 days 2 hrs ago","55746","15397","Attestation rule offense"
"261","9645","308670","25 days 2 hrs ago","2277","15397","Attestation rule offense"
"262","9645","308670","25 days 2 hrs ago","40934","15397","Attestation rule offense"
"264","9645","308670","25 days 2 hrs ago","19751","15397","Attestation rule offense"
"265","9645","308670","25 days 2 hrs ago","17583","15397","Attestation rule offense"
"267","9645","308670","25 days 2 hrs ago","17239","15397","Attestation rule offense"
"268","9645","308670","25 days 2 hrs ago","57323","15397","Attestation rule offense"
"269","9645","308670","25 days 2 hrs ago","17201","15397","Attestation rule offense"
"270","9645","308670","25 days 2 hrs ago","56161","15397","Attestation rule offense"
"271","9645","308670","25 days 2 hrs ago","17032","15397","Attestation rule offense"
"272","9645","308670","25 days 2 hrs ago","56137","15397","Attestation rule offense"
"273","9416","301314","26 days 2 hrs ago","56126","9780","Attestation rule offense"
"274","9395","300643","26 days 4 hrs ago","29108","42601","Attestation rule offense"
"275","8568","274197","29 days 21 hrs ago","14982","6664","Attestation rule offense"
"276","8568","274197","29 days 21 hrs ago","14977","6664","Attestation rule offense"
"277","8568","274196","29 days 21 hrs ago","14976","40151","Attestation rule offense"
"278","8194","262222","31 days 12 hrs ago","30883","35069","Attestation rule offense"
"279","8079","258548","32 days 1 hr ago","14981","32702","Attestation rule offense"
"280","8073","258361","32 days 1 hr ago","14978","5779","Attestation rule offense"
"281","8073","258359","32 days 1 hr ago","14983","40662","Attestation rule offense"
"282","7980","255389","32 days 11 hrs ago","26122","41730","Attestation rule offense"
"283","7963","254846","32 days 13 hrs ago","44529","41919","Attestation rule offense"
"284","7538","241230","34 days 10 hrs ago","29162","19459","Proposer rule offense"
"285","7319","234223","35 days 10 hrs ago","3025","24962","Attestation rule offense"
"286","7319","234223","35 days 10 hrs ago","2798","24962","Attestation rule offense"
"287","7319","234223","35 days 10 hrs ago","2604","24962","Attestation rule offense"
"288","7319","234223","35 days 10 hrs ago","2520","24962","Attestation rule offense"
"289","7319","234223","35 days 10 hrs ago","2268","24962","Attestation rule offense"
"290","7319","234223","35 days 10 hrs ago","1802","24962","Attestation rule offense"
"291","7162","229190","36 days 3 hrs ago","1799","15129","Attestation rule offense"
"292","7147","228719","36 days 4 hrs ago","2798","37831","Attestation rule offense"
"293","7147","228719","36 days 4 hrs ago","2934","37831","Attestation rule offense"
"294","7147","228718","36 days 4 hrs ago","2541","35969","Attestation rule offense"
"295","7147","228718","36 days 4 hrs ago","2287","35969","Attestation rule offense"
"296","7147","228718","36 days 4 hrs ago","2638","35969","Attestation rule offense"
"297","7147","228717","36 days 4 hrs ago","2371","14113","Attestation rule offense"
"298","7147","228717","36 days 4 hrs ago","2250","14113","Attestation rule offense"
"299","7147","228717","36 days 4 hrs ago","2287","14113","Attestation rule offense"
"300","7147","228716","36 days 4 hrs ago","2911","20229","Attestation rule offense"
"301","7147","228716","36 days 4 hrs ago","2829","20229","Attestation rule offense"
"302","7147","228716","36 days 4 hrs ago","3007","20229","Attestation rule offense"
"303","7147","228714","36 days 4 hrs ago","2250","27206","Attestation rule offense"
"304","7147","228714","36 days 4 hrs ago","2268","27206","Attestation rule offense"
"305","7147","228714","36 days 4 hrs ago","2247","27206","Attestation rule offense"
"306","7147","228714","36 days 4 hrs ago","1802","27206","Attestation rule offense"
"307","7028","224916","36 days 17 hrs ago","21212","33120","Attestation rule offense"
"308","7028","224916","36 days 17 hrs ago","7090","33120","Attestation rule offense"
"309","6963","222838","37 days 16 mins ago","32803","15149","Attestation rule offense"
"310","6835","218744","37 days 13 hrs ago","34682","20615","Attestation rule offense"
"311","6828","218520","37 days 14 hrs ago","34092","33256","Attestation rule offense"
"312","6823","218351","37 days 15 hrs ago","34681","31162","Proposer rule offense"
"313","6526","208862","38 days 22 hrs ago","2222","14568","Proposer rule offense"
"314","6525","208819","38 days 22 hrs ago","34108","13566","Attestation rule offense"
"315","6502","208084","39 days 1 hr ago","21271","9780","Attestation rule offense"
"316","6430","205777","39 days 9 hrs ago","28627","29659","Proposer rule offense"
"317","6129","196141","40 days 17 hrs ago","28435","31017","Attestation rule offense"
"318","5932","189848","41 days 14 hrs ago","32811","36984","Attestation rule offense"
"319","5924","189584","41 days 15 hrs ago","34076","24341","Attestation rule offense"
"320","5903","188909","41 days 17 hrs ago","34075","5802","Attestation rule offense"
"321","5647","180723","42 days 20 hrs ago","21461","32800","Attestation rule offense"
"322","5646","180693","42 days 20 hrs ago","21461","28701","Attestation rule offense"
"323","5646","180672","42 days 20 hrs ago","21462","31198","Attestation rule offense"
"324","5645","180668","42 days 20 hrs ago","21457","1272","Attestation rule offense"
"325","5645","180666","42 days 20 hrs ago","21463","23925","Attestation rule offense"
"326","5645","180648","42 days 20 hrs ago","21459","40156","Attestation rule offense"
"327","5645","180645","42 days 20 hrs ago","21456","21951","Attestation rule offense"
"328","5644","180631","42 days 20 hrs ago","21460","33867","Attestation rule offense"
"329","5644","180624","42 days 20 hrs ago","21458","31324","Attestation rule offense"
"330","5435","173947","43 days 19 hrs ago","40475","6773","Attestation rule offense"
"331","5429","173756","43 days 19 hrs ago","5199","15142","Attestation rule offense"
"332","5333","170661","44 days 6 hrs ago","11757","15132","Attestation rule offense"
"333","5333","170661","44 days 6 hrs ago","34111","15132","Attestation rule offense"
"334","5306","169793","44 days 9 hrs ago","5200","27840","Attestation rule offense"
"335","5166","165313","45 days 1 min ago","16988","10589","Attestation rule offense"
"336","5163","165217","45 days 20 mins ago","16988","31709","Attestation rule offense"
"337","5101","163236","45 days 6 hrs ago","16605","31709","Attestation rule offense"
"338","5075","162422","45 days 9 hrs ago","16564","31709","Attestation rule offense"
"339","4941","158114","46 days ago","30511","34856","Proposer rule offense"
"340","4924","157569","46 days 1 hr ago","9563","33570","Proposer rule offense"
"341","4814","154066","46 days 13 hrs ago","3164","6679","Attestation rule offense"
"342","4727","151267","46 days 22 hrs ago","16498","6679","Attestation rule offense"
"343","4531","144998","47 days 19 hrs ago","9562","24938","Proposer rule offense"
"344","4531","144996","47 days 19 hrs ago","9562","35739","Proposer rule offense"
"345","4348","139138","48 days 15 hrs ago","34227","29167","Proposer rule offense"
"346","4218","134998","49 days 5 hrs ago","17004","10732","Attestation rule offense"
"347","4217","134953","49 days 5 hrs ago","21188","10677","Attestation rule offense"
"348","4213","134828","49 days 5 hrs ago","26394","10659","Attestation rule offense"
"349","4211","134783","49 days 5 hrs ago","5186","10711","Attestation rule offense"
"350","4165","133305","49 days 10 hrs ago","3892","15135","Attestation rule offense"
"351","4159","133090","49 days 11 hrs ago","22229","10688","Attestation rule offense"
"352","4156","133013","49 days 11 hrs ago","26588","15133","Attestation rule offense"
"353","4110","131540","49 days 16 hrs ago","13762","10695","Attestation rule offense"
"354","4110","131540","49 days 16 hrs ago","26519","10695","Attestation rule offense"
"355","4058","129870","49 days 22 hrs ago","11760","10682","Attestation rule offense"
"356","4034","129094","50 days 44 mins ago","18245","15138","Attestation rule offense"
"357","4001","128058","50 days 4 hrs ago","13183","15145","Attestation rule offense"
"358","3977","127266","50 days 6 hrs ago","23370","22635","Attestation rule offense"
"359","3971","127077","50 days 7 hrs ago","15193","15143","Attestation rule offense"
"360","3969","127026","50 days 7 hrs ago","14528","10668","Attestation rule offense"
"361","3951","126460","50 days 9 hrs ago","26388","10742","Attestation rule offense"
"362","3789","121273","51 days 2 hrs ago","32768","6127","Attestation rule offense"
"363","3782","121042","51 days 3 hrs ago","13161","10688","Attestation rule offense"
"364","3769","120635","51 days 4 hrs ago","2881","15145","Attestation rule offense"
"365","3756","120199","51 days 6 hrs ago","21016","14555","Attestation rule offense"
"366","3749","119993","51 days 7 hrs ago","28508","10713","Attestation rule offense"
"367","3745","119864","51 days 7 hrs ago","16566","10591","Attestation rule offense"
"368","3743","119794","51 days 7 hrs ago","2779","33585","Attestation rule offense"
"369","3743","119794","51 days 7 hrs ago","2669","33585","Attestation rule offense"
"370","3743","119794","51 days 7 hrs ago","2370","33585","Attestation rule offense"
"371","3743","119794","51 days 7 hrs ago","2354","33585","Attestation rule offense"
"372","3743","119793","51 days 7 hrs ago","2642","10870","Attestation rule offense"
"373","3743","119793","51 days 7 hrs ago","2567","10870","Attestation rule offense"
"374","3743","119793","51 days 7 hrs ago","3053","10870","Attestation rule offense"
"375","3743","119793","51 days 7 hrs ago","2969","10870","Attestation rule offense"
"376","3743","119791","51 days 7 hrs ago","2651","29140","Attestation rule offense"
"377","3743","119791","51 days 7 hrs ago","2576","29140","Attestation rule offense"
"378","3743","119791","51 days 7 hrs ago","2374","29140","Attestation rule offense"
"379","3743","119791","51 days 7 hrs ago","2635","29140","Attestation rule offense"
"380","3743","119791","51 days 7 hrs ago","2518","29140","Attestation rule offense"
"381","3743","119791","51 days 7 hrs ago","2444","29140","Attestation rule offense"
"382","3743","119791","51 days 7 hrs ago","2065","29140","Attestation rule offense"
"383","3743","119791","51 days 7 hrs ago","2663","29140","Attestation rule offense"
"384","3743","119790","51 days 7 hrs ago","2572","29233","Attestation rule offense"
