"Wallet Address","Raw"
"0xcFae084c26582c38c2e9Bfb92Da7d54f842A7A5f",3.9712573007469e+19
"0x16C4CF49ec3b4c73997b6B4383bdFBAD78aFe00E",5.9564893983282e+20
"0xE4331EeabA0f02c23127342900b901C0b5351C90",39698905341236396032
"0x1Ea456Cb5f130d17179Dc506Df8cB0C754E9C902",59769807642344333312
"0xEfB79c12af54CF6F8633AfcFF8019A533d7D1C3A",39664746899684777984
"0xfC860cc4F352186f60c890f1E4f07575d6095072",59418228570313375744
"0x17F6Dcf2831fa50713680763bDaefcDAb642F0Db",1.38483250041371e+20
"0xd1A7058a9A2F495BB6337E96Dd442D915e3c53F0",39597215434529144832
"0x01598E22F6f50170bB75eE6eA52986435f56634B",1.26677069635738e+21
"0x739Be090cC6fC6f24077f30eF9e5cb087Ef0739E",2.59319831524381e+20
"0xE9ACCC971005a392938340192B8A43B63CE13a2c",6.42879099907291e+20
"0x92E52Fad9A5B14C4Fb95abEcEa665B66266E3940",3.52801893657793e+20
"0x452E6805A4B3C8ABB26f25E75a563270EDb0Df6b",39574326332374425600
"0x5FbcF231e0060261c3e226Fdaad52b91842636FA",8.3079562880783e+20
"0x1d677C43a7946BD58454dbcfD29938a1364Cb6B3",1.38463089003667e+20
"0x063b0e12Ac5620790d3Ba4c7198A45571e380440",79061155774249156618
"0x7323D72952ceC95fFC3A545Ba6007b4dBaaf0E57",5.30435292554241e+20
"0x0FCdAE4a4AeB0497F39A209009Dc200A6466B7Bd",4.94114027662595e+20
"0xeE3cCaB78aeF43e266154E4297711fbFD117962A",79026793323320655872
"0x753F734ccb6eaa335a3A0601BaA774bA7348b5B8",3.77434472759931e+20
"0xFb40D36592f7Ef98D10414075F8df4De515359C0",39482829037263183872
"0x5c07D375f6e993ff0ab2894DE57890537E25E17D",1.18362373140132e+20
"0x7Ed1B5CB23CC7B8713377ee094C483C58935EE54",39473833042991808512
"0xfeC7aD87EEFdaC966Ec958084FE28cCe2C557D07",1.57792786243413e+20
"0x4425A275730CDb4652509AB2Bb5a966518E1B139",39446801636488306688
"0x4ce1dEef18e92A2b525dE4def2B80283e50e2726",2.13506130346006e+20
"0x2B0d99fEBE1dbe331d1F6F3ca8c199183AeB3c39",39423893644257255424
"0x4340768DD74E5365486dDDC27F81452d12ba62E4",3.5048292022975e+20
"0x6cB89DCd444d55408d76E8AC5f654731C2a13d70",89880753321745350656
"0xD137bA4e74EEe3184f8a54323A42628Cf13D213b",39370191864051245056
"0x5eaBAafB6FF9a6FFFF2262F0246E214D2db9a4C5",39369881299403710464
"0xEcBAd2175D5047365CB20DA00425bB40de69979f",39368169952916275200
"0x7459cf03D3F4Ae370D19bb7a19220323E6441E5E",2.75568796590931e+20
"0xe09519Ba1fABf65AD37c36e71DbC607401F5A993",59281351498438459392
"0x4BF45DC2a6e51394b0Eb586e2eB9a61eA3e400dd",39352032818047238144
"0x6661084EAF2DD24aCAaDe2443292Be76eb344888",59044808593651105792
"0xF3E5Dc846068d976a2CA47663D475738dbD85504",39343949230072168448
"0x638683279Cf2B960b1f88f00e32EEa7C261A4356",2.74889712023774e+20
"0xD65b73d5A2D8735C7BE011cA35243f2AaF2ceac5",78662693715899334656
"0x8b0a2fcd384C3c50bEf293FcEfc8B94280A2c62b",39326011884414910464
"0x88Ed4Ce34fC3f54A24768A5aCd08d59aE860E079",39325720836666785792
"0xABF1f75aC015738D78c591827BA08Cdf955e7E16",58987407497382305792
"0xA9fEb1D8291f8b917a504693ab813d60845494ed",75164226299312128000
"0x1289f94BCC60eD9F894AB9D5a54C21b3D4B3f2DA",58964203263944581120
"0xFF16d64179A02D6a56a1183A28f1D6293646E2dd",89605541589275230218
"0x52D2852CF7a8E4Ec7937127d3cc934aD219063f6",3.9290089730477e+19
"0xD36D4715C10628065595c149218F804A8350b9Cb",9.35332077263831e+20
"0x5eDc421f564d7eCC4b260E2B711B9a3A86C7Ef58",3.14289007345678e+20
"0x88d0472CD1726ccfCa47622392a3371A1B9883bb",39281395728928112640
"0xB0e87FD98F5152a8628e3eD0D5cC31f1db51aCD1",98109035095705108480
"0xCDB5CE5D51A4AE862Bc07731713a3a4bb6B9b2d3",39275763058722308096
"0xfB9395E0B216823C9A60D5DfcB8C6Ef458232A71",39266084678468386816
"0xB2E727C77283fCa76223461697C21840F38c332B",78520225775086141440
"0xc867a75f80468415506457b7Fa0Fc6b8e618901A",7.8324844534996e+19
"0xAAf295d88958aa54ae984Fc78faB35E83978c71A",39240784948196474880
"0xe7458aBb03aF00342993b63e6dCead3Ff8eD4D0A",2.09650969714359e+20
"0xfFd55D121713682B27fD4aD42270461830c45A3E",97924623770159464458
"0x1390743368d3d548CeA3e371f8DA81dA2fFde2C1",7.74850256354793e+20
"0x648C991D4B4ec255D10f2c19A0ea35335AEe315d",4.90483746905314e+20
"0x705A19FB217d21127682E3bdF506bb2f3AF98BFE",8.61553427151596e+20
"0x0e103321362fa75495b43F3e60a32C2194cDCE25",39155414186095902720
"0x543d14D261201B40f60446d5545715FfE17E4B5b",6.10899881104343e+20
"0x6535F62b68C9F19590b7bdA0D200B2904A5a4D97",2.54634754100815e+20
"0xA66C6B0B3eb471e9d5C264eAd79E0aC6208aeb2E",3.52496535106763e+20
"0x2B632084a69DaB52f4F8e0324bb32f4528c109e5",39131500321628823552
"0xabfC2f32E0996B1c586d209Ca95C3B06a40646a9",5.8696775685166e+19
"0x911F0df42afAa6b4172D15d5cce7D8f7574708Aa",78259817590853124096
"0xc7E2163E91C4710F0c1cC65708D09D762f2597b5",39129875945897418752
"0x222d247094A06201BED2179F55DBeAadDBA96e78",39128782738494636032
"0x71B4D3316De3cc02cAf9Ef9461b5f7ad8C5aF40f",78256543747995287552
"0x3AB1b82bB49aB5c9843a7E645bEEa6F2aedf78eB",1.1738114817854e+20
"0xfeedB1b4D018f23E21e5d95D9b7A24bd915654d9",39124389255577288704
"0x82Fa07Dad4FAF514d4C0fc6dbAFdE8882cB27A32",39109574664703459328
"0xB8D4506eCC0C655773DF1aaf1b49271B8174CfcB",1.53724110320708e+20
"0x0408dC9f4790D5cd7d8C351D17D559fCaB80F987",1.55790881893438e+20
"0x074A3E9451Fe3fB47be47786cf2DC4E84E797A6f",39092885723463925760
"0x814c0625aBb37763AA10d3A192BdB26bF017b377",39092837537826766848
"0xcBfCFbF262dC936BD211E5A0f16737A9544C6031",39091903838090706944
"0xE6786dB168CF791c786416B6FC5F93655D6b35Fb",39081541700439818240
"0xbA6787D844253c042143F5B9A210e8EA074c753B",4.30127229978653e+20
"0xf8c78bEa3411851B5aF7f739B7a60e46b5815d77",39050085362498740224
"0xBe30d641632e6228bc1E8632F581FFBd0ADD6f2F",3.5942213080286e+20
"0x7e736b737FDd8a868E77dFc418Bf4a5aaD2fdA84",1.09375083283903e+20
"0x29342843631b3d45dcDc09BFDDd9C2B58F39b513",3.6189200932411e+20
"0x407b990C54996868979a781167F4881D217C54FC",98144792580477534218
"0xc67753c4f3AdC4432006D2A4d0eeB6Df41B87Fb5",6.39991807376793e+20
"0x28C6a861f62fD5939F82f751eAb5Fed7012Fbb9D",1.05862968031102e+20
"0x1771A1B80B30ED8b514DA4b8c5F803C5fE925109",77898614926215757824
"0x5f47c615976381648C818A8Ac08bAF4c4919E7cD",1.20550978305566e+21
"0xB9Ec37D0048484D5be25b79d4B1aeF03146D167E",77792695989357166592
"0x7199eE3b0DCaD622cF9275BAe19B025dfFbF44b1",38936180073989308416
"0xC1B00828f1c7b2d73dddE20f76Ff37804388AdBb",77832771238243123200
"0x56a9dB5ec91a518182F98DDd07ba752Fc2aAD13e",58359525087209488384
"0x9696d9E4D7D1a3Bfc1e7Ca7e0Ea3ab957f84f743",38900102146245656576
"0x1CE7DC66CC98c61A573105514d073D64a9a8608f",2.79667422818564e+20
"0x7F7c311Ad65e56eeDe7238258F5847133A06eBeA",38890050262567247872
"0xc88a9618b1f22F93DF3F07b71C51B7fB634bbe0C",1.82490394458013e+20
"0xf471fef9D1115398ae36a6503276733b5Bc5f167",3.8881232368763e+19
"0x1cD7eD3a06746bec03E69574fBB3260C349bB6F1",87167978536754675712
"0x832162c04D24216b52730Fb1cDAcC9FFe065097D",3.1115463438554e+20
"0x6963D1E76d777B86Bc7159b3668E4B2081a044F0",3.58029771590931e+20
"0x792a204415d5146AC14b185F367594E750f22A73",38837809944560443392
"0x545f670Fd45141383cFc0710fF7e1f9b38C8Fb19",1.94164181619393e+21
"0x4FeB4Ac714d209485D3A378923481660d8B051C1",1.9099257560639e+20
"0x55e61Fc7834b4ec369344256E9d48CBD9e058884",40815675866248093696
"0xE6A66EBF93C5Fb287753b894A53E2De77124cBAC",1.74667766937893e+20
"0xA0D71D516c6149c958c489aB24223C99f5Df906f",59047089645979336704
"0xBca63B098bcA515c0424878E913e7bc932Df7726",38814806239389851648
"0x418FF870780Cf78b8Bb2C18F1ca5f266d84869F3",38810062735521333248
"0xe545FC70DA4C5dcd46716A8B222864F037EdAADB",3.10476421884141e+20
"0xd939611c3CA425B4f6d4a82591EaB3da43C2f4a0",1.51316050633328e+20
"0x0F2F9599c19CDDD869D0Bbf7BC3bfe354dd5b40A",3.8790025328339e+19
"0xdd23Adc977Aae99f6E16cf636D8f06EE9b3dfffC",3.09250472445857e+20
"0xb17744b46F62B5e854497d216A3E09f7483bc38D",96413146589867671552
"0xe37815ee1C044E77dEF28BC33463CcA87dB4fAb4",77544779245353156618
"0x52803f0201A3e8189C7CAe30d1355d44A46AC637",4.4227396912371e+20
"0xbcb4c8386c097589e7825aAeb9E7C6295835F1d6",1.18621684543882e+20
"0xADAa82d99Ca31379EC8417515A75A7ce3A4b4044",67843891080433737738
"0xa62010a4Bb23DB8F3855BbF144929d400a25D0d8",1.74237454921568e+20
"0xE1c160EEC51d069fd49b7e84adf414550dEE16eC",3.8708553023076e+19
"0xf334C34D5Ec25d10895707C58cF427eD0DaB0368",4.64616105675717e+20
"0x212d9c09294f525885EE7C1F68a3774dbdaA500a",38654317440575176704
"0x8aEf319DcdBc0f1CbBD7D839Ccc32cb13a75764c",4.4886692756526e+20
"0xCe8bfcaf9c1a331AD7f7F177114700fEBfBaa468",38647156358739648512
"0x7E466a2bDC19481C634aFB93658c0449CA49870B",38633633276378906624
"0x4742ed866161f606144A74724cb6eee2F51355c0",38632922610204131328
"0xE9CC930D375224EE85E04c9f175D979e4C595d76",38613536090418290688
"0x90360da1a6f6aC41817b46F83fb15B454dfBAd9e",1.33778839462955e+20
"0x4DE4e2c47ac98d491420E4AAD4173Cc8152deF07",2.01852195608505e+20
"0xf8b189786BC4a7d595EB6c4D0A43a2b4B0251C33",38570206085307482112
"0x8DD0959bA338946e97a263389F652d51EC5a8a8E",38563670848960921600
"0xa1d05aBFF4823Fb7F471E7ED6A5781485528C755",1.88674027492397e+20
"0x8fa72b5778fc27932db3422Eee74e138030B2dcc",38555279069429735424
"0xd23468C715502B3D3BBaBc718898b742ceFe27a5",38543344834783133696
"0xAd9789bC249eB86c1bBA7FC6c0c6bb6eBcfEfCf6",38543256929039441920
"0xb1e6E410e47Ab975e485B3B23d52B4eb00f5A779",38537086194587336704
"0xDcb1053211eF9F7817299b69Dfffd2Da56D1F2B1",38527083421064167424
"0x68bB1689f420c6eCFEcf5d8514B00d9811b69177",57764245597973069824
"0x37caAD73e7E25E900cCc121648e51352d48B7bEd",38487818261920612352
"0xe7672C9CBa7Fa10248E50CbE18D0833235176222",3.36913529119664e+20
"0x4c5472116fe8fdc491428899aa7F3b2d8e631896",38476594986669654016
"0x04dE465B1002d64077F240B0871A2c926D3FdB91",5.00164370669419e+20
"0x0908dA49FaEc391Ed5430370420e2CC1208B46db",2.30825863740563e+20
"0xA3A0A77d44ab389B1BbfdD6305A82a872449c8A1",2.87806557197134e+20
"0x121667B6690F5040C672c3Df912A5aAF8735Ca23",4.10136201503172e+20
"0x2789729dfDE442c1D08a37215382c5C09AB40F52",3.45707472933538e+20
