X,Y
29.60499432,0
43.70261067,0.704880817
54.27582293,2.114642452
65.553916,2.819523269
387.6844495,31.71963678
630.8683314,53.57094211
785.9421112,67.66855846
841.6276958,72.60272418
897.3132804,77.5368899
905.7718502,78.24177072
